track,dataset,unit,seed,experiment_name,run_id,group,model_variant,monitor_preset,trigger_mode,confirm_theta,confirm_window,confirm_cooldown,weights,log_path,horizon,acc_final,acc_min_raw,acc_min@2000,miss_tol500,MDR_tol500,cand_P50,cand_P90,cand_P99,conf_P50,conf_P90,conf_P99,MTFA_win,confirmed_count_total,confirm_rate_per_10k
U,sea_abrupt4,sample_idx,1,trackU_synth_generalization,20260108-213835-us1_sea_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0,C_weighted_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sea_abrupt4/ts_drift_adapt/seed1/20260108-213835-us1_sea_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt__seed1.csv,50000,0.8669,0.6354166666666666,0.7216796875,0.0,0.0,231.0,250.20000000000002,254.52,231.0,250.20000000000002,254.52,341.6275862068965,150,30.0
U,sea_abrupt4,sample_idx,2,trackU_synth_generalization,20260108-213835-us1_sea_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0,C_weighted_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sea_abrupt4/ts_drift_adapt/seed2/20260108-213835-us1_sea_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt__seed2.csv,50000,0.86964,0.7294921875,0.75732421875,0.0,0.0,215.0,277.40000000000003,286.04,215.0,277.40000000000003,286.04,340.16438356164383,151,30.2
U,sea_abrupt4,sample_idx,3,trackU_synth_generalization,20260108-213835-us1_sea_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0,C_weighted_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sea_abrupt4/ts_drift_adapt/seed3/20260108-213835-us1_sea_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt__seed3.csv,50000,0.89142,0.53125,0.7414772727272727,0.0,0.0,199.0,333.40000000000003,363.64,199.0,333.40000000000003,363.64,350.4113475177305,146,29.2
U,sea_abrupt4,sample_idx,4,trackU_synth_generalization,20260108-213835-us1_sea_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0,C_weighted_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sea_abrupt4/ts_drift_adapt/seed4/20260108-213835-us1_sea_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt__seed4.csv,50000,0.88994,0.421875,0.76611328125,0.0,0.0,159.0,295.0,316.59999999999997,159.0,295.0,316.59999999999997,343.55555555555554,149,29.8
U,sea_abrupt4,sample_idx,5,trackU_synth_generalization,20260108-213835-us1_sea_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0,C_weighted_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sea_abrupt4/ts_drift_adapt/seed5/20260108-213835-us1_sea_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt__seed5.csv,50000,0.86818,0.65625,0.73876953125,0.0,0.0,199.0,250.20000000000002,254.52,199.0,250.20000000000002,254.52,337.4149659863946,152,30.4
U,sea_abrupt4,sample_idx,1,trackU_synth_generalization,20260108-213920-a70_sea_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200,D_two_stage_tunedPH_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sea_abrupt4/ts_drift_adapt/seed1/20260108-213920-a70_sea_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200/sea_abrupt4__ts_drift_adapt__seed1.csv,50000,0.87464,0.65625,0.72802734375,0.0,0.0,231.0,261.4,270.04,231.0,261.4,270.04,344.44444444444446,149,29.8
U,sea_abrupt4,sample_idx,2,trackU_synth_generalization,20260108-213920-a70_sea_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200,D_two_stage_tunedPH_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sea_abrupt4/ts_drift_adapt/seed2/20260108-213920-a70_sea_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200/sea_abrupt4__ts_drift_adapt__seed2.csv,50000,0.85482,0.690625,0.7391098484848485,0.0,0.0,231.0,250.20000000000002,254.52,231.0,250.20000000000002,254.52,335.56756756756755,153,30.6
U,sea_abrupt4,sample_idx,3,trackU_synth_generalization,20260108-213920-a70_sea_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200,D_two_stage_tunedPH_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sea_abrupt4/ts_drift_adapt/seed3/20260108-213920-a70_sea_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200/sea_abrupt4__ts_drift_adapt__seed3.csv,50000,0.88828,0.671875,0.7623106060606061,0.0,0.0,239.0,333.40000000000003,363.64,239.0,333.40000000000003,363.64,345.0,149,29.8
U,sea_abrupt4,sample_idx,4,trackU_synth_generalization,20260108-213920-a70_sea_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200,D_two_stage_tunedPH_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sea_abrupt4/ts_drift_adapt/seed4/20260108-213920-a70_sea_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200/sea_abrupt4__ts_drift_adapt__seed4.csv,50000,0.88946,0.6666666666666666,0.763671875,0.0,0.0,295.0,314.20000000000005,318.52,295.0,314.20000000000005,318.52,339.7260273972603,151,30.2
U,sea_abrupt4,sample_idx,5,trackU_synth_generalization,20260108-213920-a70_sea_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200,D_two_stage_tunedPH_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sea_abrupt4/ts_drift_adapt/seed5/20260108-213920-a70_sea_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200/sea_abrupt4__ts_drift_adapt__seed5.csv,50000,0.87514,0.546875,0.705078125,0.0,0.0,175.0,224.60000000000002,237.55999999999997,175.0,224.60000000000002,237.55999999999997,338.8493150684931,151,30.2
U,sine_abrupt4,sample_idx,1,trackU_synth_generalization,20260108-214003-71j_sine_abrupt4_A_or_defaultPH_theta0.50_w1_cd0,A_or_defaultPH,ts_drift_adapt,error_divergence_ph_meta,or,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed1/20260108-214003-71j_sine_abrupt4_A_or_defaultPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed1.csv,50000,0.65366,0.5,0.6288433382137628,0.75,0.75,903.0,1383.0000000000002,1491.0,903.0,1383.0000000000002,1491.0,1884.16,30,6.0
U,sine_abrupt4,sample_idx,2,trackU_synth_generalization,20260108-214003-71j_sine_abrupt4_A_or_defaultPH_theta0.50_w1_cd0,A_or_defaultPH,ts_drift_adapt,error_divergence_ph_meta,or,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed2/20260108-214003-71j_sine_abrupt4_A_or_defaultPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed2.csv,50000,0.61424,0.578125,0.5983557162534435,0.25,0.25,415.0,743.0,850.9999999999999,415.0,743.0,850.9999999999999,1716.5714285714287,33,6.6
U,sine_abrupt4,sample_idx,3,trackU_synth_generalization,20260108-214003-71j_sine_abrupt4_A_or_defaultPH_theta0.50_w1_cd0,A_or_defaultPH,ts_drift_adapt,error_divergence_ph_meta,or,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed3/20260108-214003-71j_sine_abrupt4_A_or_defaultPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed3.csv,50000,0.65386,0.40625,0.6326680298719772,0.5,0.5,663.0,1008.6,1064.7599999999998,663.0,1008.6,1064.7599999999998,1922.56,30,6.0
U,sine_abrupt4,sample_idx,4,trackU_synth_generalization,20260108-214003-71j_sine_abrupt4_A_or_defaultPH_theta0.50_w1_cd0,A_or_defaultPH,ts_drift_adapt,error_divergence_ph_meta,or,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed4/20260108-214003-71j_sine_abrupt4_A_or_defaultPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed4.csv,50000,0.65276,0.421875,0.6311446629213483,0.75,0.75,823.0,1303.0,1411.0,823.0,1303.0,1411.0,1896.96,30,6.0
U,sine_abrupt4,sample_idx,5,trackU_synth_generalization,20260108-214003-71j_sine_abrupt4_A_or_defaultPH_theta0.50_w1_cd0,A_or_defaultPH,ts_drift_adapt,error_divergence_ph_meta,or,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed5/20260108-214003-71j_sine_abrupt4_A_or_defaultPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed5.csv,50000,0.60714,0.359375,0.5996900826446281,0.5,0.5,647.0,1127.0,1235.0,647.0,1127.0,1235.0,1861.5384615384614,31,6.2
U,sine_abrupt4,sample_idx,1,trackU_synth_generalization,20260108-214043-jwh_sine_abrupt4_B_or_tunedPH_theta0.50_w1_cd0,B_or_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed1/20260108-214043-jwh_sine_abrupt4_B_or_tunedPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed1.csv,50000,0.65792,0.5525568181818182,0.629242700729927,0.0,0.0,151.0,170.2,174.51999999999998,151.0,170.2,174.51999999999998,340.2739726027397,151,30.2
U,sine_abrupt4,sample_idx,2,trackU_synth_generalization,20260108-214043-jwh_sine_abrupt4_B_or_tunedPH_theta0.50_w1_cd0,B_or_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed2/20260108-214043-jwh_sine_abrupt4_B_or_tunedPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed2.csv,50000,0.64794,0.4375,0.6172794117647059,0.0,0.0,103.0,199.00000000000003,220.6,103.0,199.00000000000003,220.6,350.84892086330933,144,28.8
U,sine_abrupt4,sample_idx,3,trackU_synth_generalization,20260108-214043-jwh_sine_abrupt4_B_or_tunedPH_theta0.50_w1_cd0,B_or_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed3/20260108-214043-jwh_sine_abrupt4_B_or_tunedPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed3.csv,50000,0.65906,0.5104166666666666,0.6298324742268041,0.0,0.0,103.0,167.00000000000003,188.6,103.0,167.00000000000003,188.6,342.5103448275862,150,30.0
U,sine_abrupt4,sample_idx,4,trackU_synth_generalization,20260108-214043-jwh_sine_abrupt4_B_or_tunedPH_theta0.50_w1_cd0,B_or_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed4/20260108-214043-jwh_sine_abrupt4_B_or_tunedPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed4.csv,50000,0.65936,0.3984375,0.6354756011315418,0.0,0.0,183.0,279.0,300.59999999999997,183.0,279.0,300.59999999999997,337.8503401360544,152,30.4
U,sine_abrupt4,sample_idx,5,trackU_synth_generalization,20260108-214043-jwh_sine_abrupt4_B_or_tunedPH_theta0.50_w1_cd0,B_or_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed5/20260108-214043-jwh_sine_abrupt4_B_or_tunedPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed5.csv,50000,0.6676,0.5703125,0.64839194606414,0.0,0.0,151.0,266.2,270.52000000000004,151.0,266.2,270.52000000000004,341.6275862068965,150,30.0
U,sine_abrupt4,sample_idx,1,trackU_synth_generalization,20260108-214125-3sw_sine_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0,C_weighted_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed1/20260108-214125-3sw_sine_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed1.csv,50000,0.66872,0.5,0.6446971083455344,0.0,0.0,255.0,304.6,317.55999999999995,255.0,304.6,317.55999999999995,344.8888888888889,149,29.8
U,sine_abrupt4,sample_idx,2,trackU_synth_generalization,20260108-214125-3sw_sine_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0,C_weighted_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed2/20260108-214125-3sw_sine_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed2.csv,50000,0.63564,0.3125,0.6217818428184282,0.0,0.0,167.0,295.0,316.59999999999997,167.0,295.0,316.59999999999997,352.2269503546099,146,29.2
U,sine_abrupt4,sample_idx,3,trackU_synth_generalization,20260108-214125-3sw_sine_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0,C_weighted_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed3/20260108-214125-3sw_sine_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed3.csv,50000,0.60626,0.34375,0.5939937943262411,0.0,0.0,159.0,304.6,317.55999999999995,159.0,304.6,317.55999999999995,342.0689655172414,150,30.0
U,sine_abrupt4,sample_idx,4,trackU_synth_generalization,20260108-214125-3sw_sine_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0,C_weighted_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed4/20260108-214125-3sw_sine_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed4.csv,50000,0.64618,0.5546875,0.6207788189533239,0.0,0.0,135.0,275.80000000000007,314.67999999999995,135.0,275.80000000000007,314.67999999999995,344.8888888888889,149,29.8
U,sine_abrupt4,sample_idx,5,trackU_synth_generalization,20260108-214125-3sw_sine_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0,C_weighted_tunedPH,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed5/20260108-214125-3sw_sine_abrupt4_C_weighted_tunedPH_theta0.50_w1_cd0/sine_abrupt4__ts_drift_adapt__seed5.csv,50000,0.64784,0.51953125,0.6246666073968705,0.0,0.0,135.0,231.00000000000003,252.6,135.0,231.00000000000003,252.6,339.28767123287673,151,30.2
U,sine_abrupt4,sample_idx,1,trackU_synth_generalization,20260108-214206-a5e_sine_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200,D_two_stage_tunedPH_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed1/20260108-214206-a5e_sine_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200/sine_abrupt4__ts_drift_adapt__seed1.csv,50000,0.68186,0.421875,0.6605618776671408,0.0,0.0,151.0,272.6,285.56,151.0,272.6,285.56,338.8493150684931,151,30.2
U,sine_abrupt4,sample_idx,2,trackU_synth_generalization,20260108-214206-a5e_sine_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200,D_two_stage_tunedPH_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed2/20260108-214206-a5e_sine_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200/sine_abrupt4__ts_drift_adapt__seed2.csv,50000,0.65662,0.375,0.6233407079646017,0.0,0.0,263.0,309.40000000000003,318.03999999999996,263.0,309.40000000000003,318.03999999999996,353.39130434782606,143,28.6
U,sine_abrupt4,sample_idx,3,trackU_synth_generalization,20260108-214206-a5e_sine_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200,D_two_stage_tunedPH_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed3/20260108-214206-a5e_sine_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200/sine_abrupt4__ts_drift_adapt__seed3.csv,50000,0.6228,0.5234375,0.60760195035461,0.0,0.0,231.0,277.40000000000003,286.04,231.0,277.40000000000003,286.04,341.6275862068965,150,30.0
U,sine_abrupt4,sample_idx,4,trackU_synth_generalization,20260108-214206-a5e_sine_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200,D_two_stage_tunedPH_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackU_synth_generalization/sine_abrupt4/ts_drift_adapt/seed4/20260108-214206-a5e_sine_abrupt4_D_two_stage_tunedPH_cd200_theta0.50_w1_cd200/sine_abrupt4__ts_drift_adapt__seed4.csv,50000,0.64988,0.5729166666666666,0.6191838995568686,0.0,0.0,183.0,234.2,238.51999999999998,183.0,234.2,238.51999999999998,337.972602739726,151,30.2
