track,dataset,base_dataset_name,dataset_kind,unit,seed,run_id,experiment_name,log_path,monitor_preset,error.threshold,error.min_instances,trigger_mode,confirm_theta,confirm_window,confirm_cooldown,horizon,acc_final,acc_min@2000,miss_tol500,conf_P90,MTFA_win,stream_kwargs,confirm_rate_per_10k,confirmed_count_total
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,1,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed1/20260109-232916-3tz_thr0.05_mi10/sea_abrupt4__ts_drift_adapt__seed1.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.87488,0.76025390625,0.0,431.0,680.0,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,2,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed2/20260109-232916-3tz_thr0.05_mi10/sea_abrupt4__ts_drift_adapt__seed2.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.87624,0.7451171875,0.0,431.0,677.3333333333334,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,3,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed3/20260109-232916-3tz_thr0.05_mi10/sea_abrupt4__ts_drift_adapt__seed3.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.88422,0.7566287878787878,0.0,469.4,678.2222222222222,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,4,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed4/20260109-232916-3tz_thr0.05_mi10/sea_abrupt4__ts_drift_adapt__seed4.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.8757,0.74755859375,0.0,431.0,675.068493150685,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,5,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed5/20260109-232916-3tz_thr0.05_mi10/sea_abrupt4__ts_drift_adapt__seed5.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.86578,0.7490530303030303,0.0,431.0,675.068493150685,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sine_gradual_frequent,sine_abrupt4,drift,sample_idx,1,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sine_abrupt4/ts_drift_adapt/seed1/20260109-232916-3tz_thr0.05_mi10/sine_abrupt4__ts_drift_adapt__seed1.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.67458,0.6490191605839416,0.25,575.0,680.8888888888889,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sine_gradual_frequent,sine_abrupt4,drift,sample_idx,2,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sine_abrupt4/ts_drift_adapt/seed2/20260109-232916-3tz_thr0.05_mi10/sine_abrupt4__ts_drift_adapt__seed2.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.63568,0.6230125169147497,0.25,551.0,679.1111111111111,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sine_gradual_frequent,sine_abrupt4,drift,sample_idx,3,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sine_abrupt4/ts_drift_adapt/seed3/20260109-232916-3tz_thr0.05_mi10/sine_abrupt4__ts_drift_adapt__seed3.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.58686,0.5733224150141643,0.25,551.0,679.1111111111111,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sine_gradual_frequent,sine_abrupt4,drift,sample_idx,4,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sine_abrupt4/ts_drift_adapt/seed4/20260109-232916-3tz_thr0.05_mi10/sine_abrupt4__ts_drift_adapt__seed4.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.66724,0.6474392361111111,0.25,495.0,675.945205479452,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sine_gradual_frequent,sine_abrupt4,drift,sample_idx,5,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sine_abrupt4/ts_drift_adapt/seed5/20260109-232916-3tz_thr0.05_mi10/sine_abrupt4__ts_drift_adapt__seed5.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.62834,0.616374826629681,0.0,431.0,675.068493150685,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sea_nodrift,sea_abrupt4,nodrift,sample_idx,1,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed1/20260109-232916-3tz_thr0.05_mi10/sea_abrupt4__ts_drift_adapt__seed1.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.87488,,,,644.2105263157895,"{""concept_ids"": [0], ""concept_length"": 50000, ""drift_type"": ""abrupt""}",15.4,77
AE,sea_nodrift,sea_abrupt4,nodrift,sample_idx,2,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed2/20260109-232916-3tz_thr0.05_mi10/sea_abrupt4__ts_drift_adapt__seed2.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.87624,,,,641.6842105263158,"{""concept_ids"": [0], ""concept_length"": 50000, ""drift_type"": ""abrupt""}",15.4,77
AE,sea_nodrift,sea_abrupt4,nodrift,sample_idx,3,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed3/20260109-232916-3tz_thr0.05_mi10/sea_abrupt4__ts_drift_adapt__seed3.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.88422,,,,642.5263157894736,"{""concept_ids"": [0], ""concept_length"": 50000, ""drift_type"": ""abrupt""}",15.4,77
AE,sea_nodrift,sea_abrupt4,nodrift,sample_idx,4,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed4/20260109-232916-3tz_thr0.05_mi10/sea_abrupt4__ts_drift_adapt__seed4.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.8757,,,,640.0,"{""concept_ids"": [0], ""concept_length"": 50000, ""drift_type"": ""abrupt""}",15.6,78
AE,sea_nodrift,sea_abrupt4,nodrift,sample_idx,5,20260109-232916-3tz_thr0.05_mi10,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed5/20260109-232916-3tz_thr0.05_mi10/sea_abrupt4__ts_drift_adapt__seed5.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",0.05,10,two_stage,0.5,1,200,50000,0.86578,,,,640.0,"{""concept_ids"": [0], ""concept_length"": 50000, ""drift_type"": ""abrupt""}",15.6,78
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,1,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed1/20260109-233046-1j3_thr0.05_mi25/sea_abrupt4__ts_drift_adapt__seed1.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.88014,0.7607421875,0.75,1479.0,1846.1538461538462,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,2,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed2/20260109-233046-1j3_thr0.05_mi25/sea_abrupt4__ts_drift_adapt__seed2.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.86038,0.7457386363636364,0.75,1479.0,1846.1538461538462,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,3,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed3/20260109-233046-1j3_thr0.05_mi25/sea_abrupt4__ts_drift_adapt__seed3.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.86424,0.7138671875,0.75,1479.0,1846.1538461538462,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,4,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed4/20260109-233046-1j3_thr0.05_mi25/sea_abrupt4__ts_drift_adapt__seed4.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.8685,0.72900390625,0.75,1479.0,1846.1538461538462,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,5,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed5/20260109-233046-1j3_thr0.05_mi25/sea_abrupt4__ts_drift_adapt__seed5.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.87048,0.7466856060606061,0.75,1479.0,1846.1538461538462,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sine_gradual_frequent,sine_abrupt4,drift,sample_idx,1,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sine_abrupt4/ts_drift_adapt/seed1/20260109-233046-1j3_thr0.05_mi25/sine_abrupt4__ts_drift_adapt__seed1.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.63744,0.596700339879154,0.75,1479.0,1846.1538461538462,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sine_gradual_frequent,sine_abrupt4,drift,sample_idx,2,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sine_abrupt4/ts_drift_adapt/seed2/20260109-233046-1j3_thr0.05_mi25/sine_abrupt4__ts_drift_adapt__seed2.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.64238,0.6207285764872521,0.75,1479.0,1846.1538461538462,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sine_gradual_frequent,sine_abrupt4,drift,sample_idx,3,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sine_abrupt4/ts_drift_adapt/seed3/20260109-233046-1j3_thr0.05_mi25/sine_abrupt4__ts_drift_adapt__seed3.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.62792,0.6103901836158192,0.75,1479.0,1846.1538461538462,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sine_gradual_frequent,sine_abrupt4,drift,sample_idx,4,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sine_abrupt4/ts_drift_adapt/seed4/20260109-233046-1j3_thr0.05_mi25/sine_abrupt4__ts_drift_adapt__seed4.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.64804,0.6209684766763849,0.75,1479.0,1846.1538461538462,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sine_gradual_frequent,sine_abrupt4,drift,sample_idx,5,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sine_abrupt4/ts_drift_adapt/seed5/20260109-233046-1j3_thr0.05_mi25/sine_abrupt4__ts_drift_adapt__seed5.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.62208,0.6019292318634424,0.75,1479.0,1846.1538461538462,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sea_nodrift,sea_abrupt4,nodrift,sample_idx,1,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed1/20260109-233046-1j3_thr0.05_mi25/sea_abrupt4__ts_drift_adapt__seed1.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.88014,,,,1600.0,"{""concept_ids"": [0], ""concept_length"": 50000, ""drift_type"": ""abrupt""}",6.2,31
AE,sea_nodrift,sea_abrupt4,nodrift,sample_idx,2,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed2/20260109-233046-1j3_thr0.05_mi25/sea_abrupt4__ts_drift_adapt__seed2.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.86038,,,,1600.0,"{""concept_ids"": [0], ""concept_length"": 50000, ""drift_type"": ""abrupt""}",6.2,31
AE,sea_nodrift,sea_abrupt4,nodrift,sample_idx,3,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed3/20260109-233046-1j3_thr0.05_mi25/sea_abrupt4__ts_drift_adapt__seed3.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.86424,,,,1600.0,"{""concept_ids"": [0], ""concept_length"": 50000, ""drift_type"": ""abrupt""}",6.2,31
AE,sea_nodrift,sea_abrupt4,nodrift,sample_idx,4,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed4/20260109-233046-1j3_thr0.05_mi25/sea_abrupt4__ts_drift_adapt__seed4.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.8685,,,,1600.0,"{""concept_ids"": [0], ""concept_length"": 50000, ""drift_type"": ""abrupt""}",6.2,31
AE,sea_nodrift,sea_abrupt4,nodrift,sample_idx,5,20260109-233046-1j3_thr0.05_mi25,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed5/20260109-233046-1j3_thr0.05_mi25/sea_abrupt4__ts_drift_adapt__seed5.csv,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=25",0.05,25,two_stage,0.5,1,200,50000,0.87048,,,,1600.0,"{""concept_ids"": [0], ""concept_length"": 50000, ""drift_type"": ""abrupt""}",6.2,31
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,1,20260109-233215-3mz_thr0.08_mi5,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed1/20260109-233215-3mz_thr0.08_mi5/sea_abrupt4__ts_drift_adapt__seed1.csv,"error_divergence_ph_meta@error.threshold=0.08,error.min_instances=5",0.08,5,two_stage,0.5,1,200,50000,0.86996,0.70751953125,0.0,266.2,342.0689655172414,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,2,20260109-233215-3mz_thr0.08_mi5,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed2/20260109-233215-3mz_thr0.08_mi5/sea_abrupt4__ts_drift_adapt__seed2.csv,"error_divergence_ph_meta@error.threshold=0.08,error.min_instances=5",0.08,5,two_stage,0.5,1,200,50000,0.8685,0.7021484375,0.0,261.4,338.53793103448277,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
AE,sea_gradual_frequent,sea_abrupt4,drift,sample_idx,3,20260109-233215-3mz_thr0.08_mi5,trackAE_ph_calibration_with_nodrift,logs/trackAE_ph_calibration_with_nodrift/sea_abrupt4/ts_drift_adapt/seed3/20260109-233215-3mz_thr0.08_mi5/sea_abrupt4__ts_drift_adapt__seed3.csv,"error_divergence_ph_meta@error.threshold=0.08,error.min_instances=5",0.08,5,two_stage,0.5,1,200,50000,0.87316,0.7537878787878788,0.0,352.6,347.3006993006993,"{""drift_type"": ""gradual"", ""transition_length"": 2000}",,
