track,dataset,base_dataset_name,dataset_type,unit,seed,experiment_name,run_id,group,monitor_preset,trigger_mode,confirm_theta,confirm_window,confirm_cooldown,log_path,horizon,n_drifts,acc_final,acc_min_raw,acc_min@2000,miss_tol500,MDR_tol500,cand_P50,cand_P90,cand_P99,conf_P50,conf_P90,conf_P99,MTFA_win
AA,sea_gradual_frequent,sea_abrupt4,sea,sample_idx,1,trackAA_generalization_nonabrupt,20260109-014632-q2p_sea_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/sea_abrupt4/ts_drift_adapt/seed1/20260109-014632-q2p_sea_gradual_frequent_C_weighted_tunedPH_cd0/sea_abrupt4__ts_drift_adapt__seed1.csv,50000,4,0.86516,0.6614583333333334,0.7216796875,0.0,0.0,183.0,261.4,270.04,183.0,261.4,270.04,339.28767123287673
AA,sea_gradual_frequent,sea_abrupt4,sea,sample_idx,2,trackAA_generalization_nonabrupt,20260109-014632-q2p_sea_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/sea_abrupt4/ts_drift_adapt/seed2/20260109-014632-q2p_sea_gradual_frequent_C_weighted_tunedPH_cd0/sea_abrupt4__ts_drift_adapt__seed2.csv,50000,4,0.8749,0.6773897058823529,0.6837121212121212,0.0,0.0,255.0,282.20000000000005,286.52,255.0,282.20000000000005,286.52,341.77777777777777
AA,sea_gradual_frequent,sea_abrupt4,sea,sample_idx,3,trackAA_generalization_nonabrupt,20260109-014632-q2p_sea_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/sea_abrupt4/ts_drift_adapt/seed3/20260109-014632-q2p_sea_gradual_frequent_C_weighted_tunedPH_cd0/sea_abrupt4__ts_drift_adapt__seed3.csv,50000,4,0.88176,0.34375,0.7201704545454546,0.0,0.0,87.0,138.2,142.51999999999998,87.0,138.2,142.51999999999998,352.2269503546099
AA,sea_gradual_frequent,sea_abrupt4,sea,sample_idx,4,trackAA_generalization_nonabrupt,20260109-014632-q2p_sea_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/sea_abrupt4/ts_drift_adapt/seed4/20260109-014632-q2p_sea_gradual_frequent_C_weighted_tunedPH_cd0/sea_abrupt4__ts_drift_adapt__seed4.csv,50000,4,0.87774,0.59375,0.740234375,0.0,0.0,215.0,261.4,270.04,215.0,261.4,270.04,340.16438356164383
AA,sea_gradual_frequent,sea_abrupt4,sea,sample_idx,5,trackAA_generalization_nonabrupt,20260109-014632-q2p_sea_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/sea_abrupt4/ts_drift_adapt/seed5/20260109-014632-q2p_sea_gradual_frequent_C_weighted_tunedPH_cd0/sea_abrupt4__ts_drift_adapt__seed5.csv,50000,4,0.88822,0.375,0.7665719696969697,0.0,0.0,135.0,258.20000000000005,284.12,135.0,258.20000000000005,284.12,348.3943661971831
AA,sea_gradual_frequent,sea_abrupt4,sea,sample_idx,1,trackAA_generalization_nonabrupt,20260109-014711-8qn_sea_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/sea_abrupt4/ts_drift_adapt/seed1/20260109-014711-8qn_sea_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/sea_abrupt4__ts_drift_adapt__seed1.csv,50000,4,0.872,0.6614583333333334,0.75830078125,0.0,0.0,183.0,229.4,238.04,183.0,229.4,238.04,337.8503401360544
AA,sea_gradual_frequent,sea_abrupt4,sea,sample_idx,2,trackAA_generalization_nonabrupt,20260109-014711-8qn_sea_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/sea_abrupt4/ts_drift_adapt/seed2/20260109-014711-8qn_sea_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/sea_abrupt4__ts_drift_adapt__seed2.csv,50000,4,0.87076,0.25,0.7060546875,0.0,0.0,231.0,261.4,270.04,231.0,261.4,270.04,343.55555555555554
AA,sea_gradual_frequent,sea_abrupt4,sea,sample_idx,3,trackAA_generalization_nonabrupt,20260109-014711-8qn_sea_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/sea_abrupt4/ts_drift_adapt/seed3/20260109-014711-8qn_sea_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/sea_abrupt4__ts_drift_adapt__seed3.csv,50000,4,0.87116,0.34375,0.728219696969697,0.0,0.0,263.0,314.20000000000005,318.52,263.0,314.20000000000005,318.52,342.22222222222223
AA,sea_gradual_frequent,sea_abrupt4,sea,sample_idx,4,trackAA_generalization_nonabrupt,20260109-014711-8qn_sea_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/sea_abrupt4/ts_drift_adapt/seed4/20260109-014711-8qn_sea_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/sea_abrupt4__ts_drift_adapt__seed4.csv,50000,4,0.8727,0.40625,0.73828125,0.0,0.0,55.0,219.80000000000004,280.28,55.0,219.80000000000004,280.28,335.56756756756755
AA,sea_gradual_frequent,sea_abrupt4,sea,sample_idx,5,trackAA_generalization_nonabrupt,20260109-014711-8qn_sea_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/sea_abrupt4/ts_drift_adapt/seed5/20260109-014711-8qn_sea_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/sea_abrupt4__ts_drift_adapt__seed5.csv,50000,4,0.87462,0.421875,0.7533143939393939,0.0,0.0,175.0,224.60000000000002,237.55999999999997,175.0,224.60000000000002,237.55999999999997,338.8493150684931
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,1,trackAA_generalization_nonabrupt,20260109-014750-slg_sine_gradual_frequent_A_or_defaultPH_cd0,A_or_defaultPH,error_divergence_ph_meta,or,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed1/20260109-014750-slg_sine_gradual_frequent_A_or_defaultPH_cd0/sine_abrupt4__ts_drift_adapt__seed1.csv,50000,9,0.65408,0.5703125,0.632567264573991,0.7777777777777778,0.7777777777777778,783.0,1232.6000000000001,1382.3600000000001,783.0,1232.6000000000001,1382.3600000000001,2199.2727272727275
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,2,trackAA_generalization_nonabrupt,20260109-014750-slg_sine_gradual_frequent_A_or_defaultPH_cd0,A_or_defaultPH,error_divergence_ph_meta,or,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed2/20260109-014750-slg_sine_gradual_frequent_A_or_defaultPH_cd0/sine_abrupt4__ts_drift_adapt__seed2.csv,50000,9,0.62638,0.4375,0.6062888466850829,0.6666666666666666,0.6666666666666666,847.0,1408.6000000000001,1443.16,847.0,1408.6000000000001,1443.16,2230.8571428571427
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,3,trackAA_generalization_nonabrupt,20260109-014750-slg_sine_gradual_frequent_A_or_defaultPH_cd0,A_or_defaultPH,error_divergence_ph_meta,or,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed3/20260109-014750-slg_sine_gradual_frequent_A_or_defaultPH_cd0/sine_abrupt4__ts_drift_adapt__seed3.csv,50000,9,0.6578,0.578125,0.6297200520833334,0.6666666666666666,0.6666666666666666,759.0,1287.0,1431.0,759.0,1287.0,1431.0,2420.0
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,4,trackAA_generalization_nonabrupt,20260109-014750-slg_sine_gradual_frequent_A_or_defaultPH_cd0,A_or_defaultPH,error_divergence_ph_meta,or,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed4/20260109-014750-slg_sine_gradual_frequent_A_or_defaultPH_cd0/sine_abrupt4__ts_drift_adapt__seed4.csv,50000,9,0.64542,0.3828125,0.6267578125,0.6666666666666666,0.6666666666666666,847.0,2157.6000000000004,4715.76,847.0,2157.6000000000004,4715.76,2420.0
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,5,trackAA_generalization_nonabrupt,20260109-014750-slg_sine_gradual_frequent_A_or_defaultPH_cd0,A_or_defaultPH,error_divergence_ph_meta,or,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed5/20260109-014750-slg_sine_gradual_frequent_A_or_defaultPH_cd0/sine_abrupt4__ts_drift_adapt__seed5.csv,50000,9,0.63636,0.4375,0.612339514978602,0.5555555555555556,0.5555555555555556,647.0,1287.0,1431.0,647.0,1287.0,1431.0,2304.7619047619046
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,1,trackAA_generalization_nonabrupt,20260109-014828-lhv_sine_gradual_frequent_B_or_tunedPH_cd0,B_or_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed1/20260109-014828-lhv_sine_gradual_frequent_B_or_tunedPH_cd0/sine_abrupt4__ts_drift_adapt__seed1.csv,50000,9,0.66258,0.6442085113960114,0.6442085113960114,0.0,0.0,127.0,208.6,214.36,127.0,208.6,214.36,358.95652173913044
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,2,trackAA_generalization_nonabrupt,20260109-014828-lhv_sine_gradual_frequent_B_or_tunedPH_cd0,B_or_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed2/20260109-014828-lhv_sine_gradual_frequent_B_or_tunedPH_cd0/sine_abrupt4__ts_drift_adapt__seed2.csv,50000,9,0.6631,0.4296875,0.6445865793201133,0.0,0.0,151.0,264.6,270.36,151.0,264.6,270.36,353.37142857142857
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,3,trackAA_generalization_nonabrupt,20260109-014828-lhv_sine_gradual_frequent_B_or_tunedPH_cd0,B_or_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed3/20260109-014828-lhv_sine_gradual_frequent_B_or_tunedPH_cd0/sine_abrupt4__ts_drift_adapt__seed3.csv,50000,9,0.63854,0.6215302650429799,0.6215302650429799,0.0,0.0,207.0,298.2,309.72,207.0,298.2,309.72,354.85714285714283
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,4,trackAA_generalization_nonabrupt,20260109-014828-lhv_sine_gradual_frequent_B_or_tunedPH_cd0,B_or_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed4/20260109-014828-lhv_sine_gradual_frequent_B_or_tunedPH_cd0/sine_abrupt4__ts_drift_adapt__seed4.csv,50000,9,0.65494,0.359375,0.6348226703755215,0.0,0.0,231.0,341.4,422.04,231.0,341.4,422.04,358.4927536231884
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,5,trackAA_generalization_nonabrupt,20260109-014828-lhv_sine_gradual_frequent_B_or_tunedPH_cd0,B_or_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",or,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed5/20260109-014828-lhv_sine_gradual_frequent_B_or_tunedPH_cd0/sine_abrupt4__ts_drift_adapt__seed5.csv,50000,9,0.6741,0.4765625,0.6560734463276836,0.0,0.0,127.0,256.6,291.15999999999997,127.0,256.6,291.15999999999997,352.3404255319149
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,1,trackAA_generalization_nonabrupt,20260109-014906-da9_sine_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed1/20260109-014906-da9_sine_gradual_frequent_C_weighted_tunedPH_cd0/sine_abrupt4__ts_drift_adapt__seed1.csv,50000,9,0.7016,0.4375,0.6765648216939079,0.0,0.0,175.0,323.8,369.88,175.0,323.8,369.88,354.2857142857143
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,2,trackAA_generalization_nonabrupt,20260109-014906-da9_sine_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed2/20260109-014906-da9_sine_gradual_frequent_C_weighted_tunedPH_cd0/sine_abrupt4__ts_drift_adapt__seed2.csv,50000,9,0.65756,0.5,0.6261896046852123,0.0,0.0,135.0,266.2,306.52000000000004,135.0,266.2,306.52000000000004,352.2269503546099
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,3,trackAA_generalization_nonabrupt,20260109-014906-da9_sine_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed3/20260109-014906-da9_sine_gradual_frequent_C_weighted_tunedPH_cd0/sine_abrupt4__ts_drift_adapt__seed3.csv,50000,9,0.6832,0.51953125,0.64404296875,0.0,0.0,135.0,248.60000000000002,254.36,135.0,248.60000000000002,254.36,363.7647058823529
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,4,trackAA_generalization_nonabrupt,20260109-014906-da9_sine_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed4/20260109-014906-da9_sine_gradual_frequent_C_weighted_tunedPH_cd0/sine_abrupt4__ts_drift_adapt__seed4.csv,50000,9,0.63846,0.5520833333333334,0.6116292432814711,0.0,0.0,167.0,207.0,264.6,167.0,207.0,264.6,356.8345323741007
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,5,trackAA_generalization_nonabrupt,20260109-014906-da9_sine_gradual_frequent_C_weighted_tunedPH_cd0,C_weighted_tunedPH,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",weighted,0.5,1,0,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed5/20260109-014906-da9_sine_gradual_frequent_C_weighted_tunedPH_cd0/sine_abrupt4__ts_drift_adapt__seed5.csv,50000,9,0.67574,0.421875,0.6531383357041252,0.0,0.0,167.0,274.2,285.71999999999997,167.0,274.2,285.71999999999997,354.2857142857143
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,1,trackAA_generalization_nonabrupt,20260109-014945-9bf_sine_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed1/20260109-014945-9bf_sine_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/sine_abrupt4__ts_drift_adapt__seed1.csv,50000,9,0.67208,0.5234375,0.650164942938659,0.0,0.0,183.0,250.20000000000002,261.72,183.0,250.20000000000002,261.72,347.3006993006993
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,2,trackAA_generalization_nonabrupt,20260109-014945-9bf_sine_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed2/20260109-014945-9bf_sine_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/sine_abrupt4__ts_drift_adapt__seed2.csv,50000,9,0.65736,0.6297767857142857,0.6297767857142857,0.0,0.0,183.0,298.2,309.72,183.0,298.2,309.72,362.8235294117647
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,3,trackAA_generalization_nonabrupt,20260109-014945-9bf_sine_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed3/20260109-014945-9bf_sine_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/sine_abrupt4__ts_drift_adapt__seed3.csv,50000,9,0.66206,0.375,0.6449652777777778,0.0,0.0,95.0,215.0,272.6,95.0,215.0,272.6,355.9136690647482
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,4,trackAA_generalization_nonabrupt,20260109-014945-9bf_sine_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed4/20260109-014945-9bf_sine_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/sine_abrupt4__ts_drift_adapt__seed4.csv,50000,9,0.64192,0.421875,0.6120465158045977,0.0,0.0,175.0,269.4,292.44,175.0,269.4,292.44,365.29411764705884
AA,sine_gradual_frequent,sine_abrupt4,sine,sample_idx,5,trackAA_generalization_nonabrupt,20260109-014945-9bf_sine_gradual_frequent_D_two_stage_tunedPH_cd200_cd200,D_two_stage_tunedPH_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,logs/trackAA_generalization_nonabrupt/sine_abrupt4/ts_drift_adapt/seed5/20260109-014945-9bf_sine_gradual_frequent_D_two_stage_tunedPH_cd200_cd200/sine_abrupt4__ts_drift_adapt__seed5.csv,50000,9,0.65308,0.5,0.6386501736111111,0.0,0.0,135.0,248.60000000000002,254.36,135.0,248.60000000000002,254.36,352.3404255319149
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,1,trackAA_generalization_nonabrupt,20260109-015027-iow_stagger_gradual_frequent_A_or_defaultPH_cd0,A_or_defaultPH,error_divergence_ph_meta,or,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed1/20260109-015027-iow_stagger_gradual_frequent_A_or_defaultPH_cd0/stagger_abrupt3__ts_drift_adapt__seed1.csv,50000,4,0.93224609375,0.265625,0.9238196454413893,0.5,0.5,5031.5,10000.0,10000.0,5031.5,10000.0,10000.0,4807.111111111111
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,2,trackAA_generalization_nonabrupt,20260109-015027-iow_stagger_gradual_frequent_A_or_defaultPH_cd0,A_or_defaultPH,error_divergence_ph_meta,or,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed2/20260109-015027-iow_stagger_gradual_frequent_A_or_defaultPH_cd0/stagger_abrupt3__ts_drift_adapt__seed2.csv,50000,4,0.9340625,0.84375,0.9140625,0.5,0.5,2167.0,8271.7,9827.17,2167.0,8271.7,9827.17,3991.2727272727275
AA,stagger_gradual_frequent,stagger_abrupt3,stagger,sample_idx,3,trackAA_generalization_nonabrupt,20260109-015027-iow_stagger_gradual_frequent_A_or_defaultPH_cd0,A_or_defaultPH,error_divergence_ph_meta,or,0.5,1,0,logs/trackAA_generalization_nonabrupt/stagger_abrupt3/ts_drift_adapt/seed3/20260109-015027-iow_stagger_gradual_frequent_A_or_defaultPH_cd0/stagger_abrupt3__ts_drift_adapt__seed3.csv,50000,4,0.9305078125,0.34375,0.921875,0.5,0.5,5031.5,10000.0,10000.0,5031.5,10000.0,10000.0,4473.6
