stage,track,experiment_name,run_id,dataset,seed,tag,model_variant,monitor_preset,confirm_theta,confirm_window,confirm_cooldown,use_severity_v2,severity_gate,severity_gate_min_streak,log_path
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102144-27c_theta0.30_w2_cd0,sea_abrupt4,4,theta0.30_w2_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,0,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102144-27c_theta0.30_w2_cd0/sea_abrupt4__ts_drift_adapt__seed4.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102144-27c_theta0.30_w2_cd0,sea_abrupt4,5,theta0.30_w2_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,0,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102144-27c_theta0.30_w2_cd0/sea_abrupt4__ts_drift_adapt__seed5.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102231-1qz_theta0.30_w2_cd200,sea_abrupt4,1,theta0.30_w2_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,200,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102231-1qz_theta0.30_w2_cd200/sea_abrupt4__ts_drift_adapt__seed1.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102231-1qz_theta0.30_w2_cd200,sea_abrupt4,2,theta0.30_w2_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,200,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102231-1qz_theta0.30_w2_cd200/sea_abrupt4__ts_drift_adapt__seed2.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102231-1qz_theta0.30_w2_cd200,sea_abrupt4,3,theta0.30_w2_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,200,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102231-1qz_theta0.30_w2_cd200/sea_abrupt4__ts_drift_adapt__seed3.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102231-1qz_theta0.30_w2_cd200,sea_abrupt4,4,theta0.30_w2_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,200,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102231-1qz_theta0.30_w2_cd200/sea_abrupt4__ts_drift_adapt__seed4.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102231-1qz_theta0.30_w2_cd200,sea_abrupt4,5,theta0.30_w2_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,200,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102231-1qz_theta0.30_w2_cd200/sea_abrupt4__ts_drift_adapt__seed5.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102318-nzj_theta0.30_w2_cd500,sea_abrupt4,1,theta0.30_w2_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,500,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102318-nzj_theta0.30_w2_cd500/sea_abrupt4__ts_drift_adapt__seed1.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102318-nzj_theta0.30_w2_cd500,sea_abrupt4,2,theta0.30_w2_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,500,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102318-nzj_theta0.30_w2_cd500/sea_abrupt4__ts_drift_adapt__seed2.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102318-nzj_theta0.30_w2_cd500,sea_abrupt4,3,theta0.30_w2_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,500,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102318-nzj_theta0.30_w2_cd500/sea_abrupt4__ts_drift_adapt__seed3.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102318-nzj_theta0.30_w2_cd500,sea_abrupt4,4,theta0.30_w2_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,500,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102318-nzj_theta0.30_w2_cd500/sea_abrupt4__ts_drift_adapt__seed4.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102318-nzj_theta0.30_w2_cd500,sea_abrupt4,5,theta0.30_w2_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,500,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102318-nzj_theta0.30_w2_cd500/sea_abrupt4__ts_drift_adapt__seed5.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102404-bu5_theta0.30_w2_cd1000,sea_abrupt4,1,theta0.30_w2_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,1000,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102404-bu5_theta0.30_w2_cd1000/sea_abrupt4__ts_drift_adapt__seed1.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102404-bu5_theta0.30_w2_cd1000,sea_abrupt4,2,theta0.30_w2_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,1000,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102404-bu5_theta0.30_w2_cd1000/sea_abrupt4__ts_drift_adapt__seed2.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102404-bu5_theta0.30_w2_cd1000,sea_abrupt4,3,theta0.30_w2_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,1000,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102404-bu5_theta0.30_w2_cd1000/sea_abrupt4__ts_drift_adapt__seed3.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102404-bu5_theta0.30_w2_cd1000,sea_abrupt4,4,theta0.30_w2_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,1000,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102404-bu5_theta0.30_w2_cd1000/sea_abrupt4__ts_drift_adapt__seed4.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102404-bu5_theta0.30_w2_cd1000,sea_abrupt4,5,theta0.30_w2_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,2,1000,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102404-bu5_theta0.30_w2_cd1000/sea_abrupt4__ts_drift_adapt__seed5.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102450-l5a_theta0.30_w3_cd0,sea_abrupt4,1,theta0.30_w3_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,0,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102450-l5a_theta0.30_w3_cd0/sea_abrupt4__ts_drift_adapt__seed1.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102450-l5a_theta0.30_w3_cd0,sea_abrupt4,2,theta0.30_w3_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,0,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102450-l5a_theta0.30_w3_cd0/sea_abrupt4__ts_drift_adapt__seed2.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102450-l5a_theta0.30_w3_cd0,sea_abrupt4,3,theta0.30_w3_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,0,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102450-l5a_theta0.30_w3_cd0/sea_abrupt4__ts_drift_adapt__seed3.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102450-l5a_theta0.30_w3_cd0,sea_abrupt4,4,theta0.30_w3_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,0,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102450-l5a_theta0.30_w3_cd0/sea_abrupt4__ts_drift_adapt__seed4.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102450-l5a_theta0.30_w3_cd0,sea_abrupt4,5,theta0.30_w3_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,0,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102450-l5a_theta0.30_w3_cd0/sea_abrupt4__ts_drift_adapt__seed5.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102536-ztt_theta0.30_w3_cd200,sea_abrupt4,1,theta0.30_w3_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,200,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102536-ztt_theta0.30_w3_cd200/sea_abrupt4__ts_drift_adapt__seed1.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102536-ztt_theta0.30_w3_cd200,sea_abrupt4,2,theta0.30_w3_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,200,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102536-ztt_theta0.30_w3_cd200/sea_abrupt4__ts_drift_adapt__seed2.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102536-ztt_theta0.30_w3_cd200,sea_abrupt4,3,theta0.30_w3_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,200,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102536-ztt_theta0.30_w3_cd200/sea_abrupt4__ts_drift_adapt__seed3.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102536-ztt_theta0.30_w3_cd200,sea_abrupt4,4,theta0.30_w3_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,200,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102536-ztt_theta0.30_w3_cd200/sea_abrupt4__ts_drift_adapt__seed4.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102536-ztt_theta0.30_w3_cd200,sea_abrupt4,5,theta0.30_w3_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,200,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102536-ztt_theta0.30_w3_cd200/sea_abrupt4__ts_drift_adapt__seed5.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102623-3zj_theta0.30_w3_cd500,sea_abrupt4,1,theta0.30_w3_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,500,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102623-3zj_theta0.30_w3_cd500/sea_abrupt4__ts_drift_adapt__seed1.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102623-3zj_theta0.30_w3_cd500,sea_abrupt4,2,theta0.30_w3_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,500,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102623-3zj_theta0.30_w3_cd500/sea_abrupt4__ts_drift_adapt__seed2.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102623-3zj_theta0.30_w3_cd500,sea_abrupt4,3,theta0.30_w3_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,500,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102623-3zj_theta0.30_w3_cd500/sea_abrupt4__ts_drift_adapt__seed3.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102623-3zj_theta0.30_w3_cd500,sea_abrupt4,4,theta0.30_w3_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,500,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102623-3zj_theta0.30_w3_cd500/sea_abrupt4__ts_drift_adapt__seed4.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102623-3zj_theta0.30_w3_cd500,sea_abrupt4,5,theta0.30_w3_cd500,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,500,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102623-3zj_theta0.30_w3_cd500/sea_abrupt4__ts_drift_adapt__seed5.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,sea_abrupt4,1,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,1000,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed1.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,sea_abrupt4,2,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,1000,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed2.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,sea_abrupt4,3,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,1000,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed3.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,sea_abrupt4,4,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,1000,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed4.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102709-lw9_theta0.30_w3_cd1000,sea_abrupt4,5,theta0.30_w3_cd1000,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.3,3,1000,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-102709-lw9_theta0.30_w3_cd1000/sea_abrupt4__ts_drift_adapt__seed5.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,sea_abrupt4,1,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.4,1,0,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed1.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,sea_abrupt4,2,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.4,1,0,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed2.csv
NEXT_STAGE_V6,O,trackO_confirm_sweep,20260108-102755-qif_theta0.40_w1_cd0,sea_abrupt4,3,theta0.40_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",0.4,1,0,,,,logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-102755-qif_theta0.40_w1_cd0/sea_abrupt4__ts_drift_adapt__seed3.csv
