track,dataset,unit,seed,experiment_name,run_id,detector_mode,error_threshold,error_min_instances,recovery_mode,use_severity_v2,severity_gate,severity_gate_min_streak,monitor_preset,trigger_mode,confirm_theta,confirm_window,confirm_cooldown,weights,log_path,horizon,acc_final,acc_min_raw,acc_min@2000,post_mean@W1000,post_min@W1000,recovery_time_to_pre90,confirmed_count,confirm_rate_per_10k,picked_gate_m,picked_note
Y,INSECTS_abrupt_balanced,sample_idx,11,trackY_detector_gating_interaction,20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2,1,none,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed11/20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed11.csv,52847,0.21221639828183245,0.16734601449275363,0.16734601449275363,0.19698147202049948,0.19609207000221163,178.4,39,7.379794501106969,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,12,trackY_detector_gating_interaction,20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2,1,none,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed12/20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed12.csv,52847,0.19970859272995628,0.1621376811594203,0.1621376811594203,0.18711667181965,0.18626489322623133,178.4,39,7.379794501106969,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,13,trackY_detector_gating_interaction,20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2,1,none,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed13/20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed13.csv,52847,0.21863114273279466,0.1484375,0.17702672101449277,0.20933483195951824,0.2085884533698275,178.4,39,7.379794501106969,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,14,trackY_detector_gating_interaction,20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2,1,none,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed14/20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed14.csv,52847,0.20510151948076522,0.14453125,0.16174139492753623,0.1953687268434606,0.19440849983509378,178.4,38,7.190569001078585,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,15,trackY_detector_gating_interaction,20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2,1,none,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed15/20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed15.csv,52847,0.19944367702991656,0.15234375,0.16106204710144928,0.18889430791760317,0.18803601632835745,178.4,38,7.190569001078585,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,16,trackY_detector_gating_interaction,20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2,1,none,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed16/20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed16.csv,52847,0.18897950687834691,0.1611049107142857,0.1611049107142857,0.18630438273132768,0.18550041098341766,178.4,39,7.379794501106969,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,17,trackY_detector_gating_interaction,20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2,1,none,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed17/20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed17.csv,52847,0.19569701212935456,0.1593116554054054,0.1593116554054054,0.178088363405619,0.1775032248827899,178.4,40,7.569020001135353,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,18,trackY_detector_gating_interaction,20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2,1,none,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed18/20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed18.csv,52847,0.1913826707287074,0.16417410714285716,0.16417410714285716,0.18791464288765114,0.18718640054620772,178.4,38,7.190569001078585,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,19,trackY_detector_gating_interaction,20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2,1,none,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed19/20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed19.csv,52847,0.1909474520786421,0.12109375,0.1471185064935065,0.1673860340469097,0.16680744684398413,178.4,39,7.379794501106969,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,20,trackY_detector_gating_interaction,20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2,1,none,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed20/20260109-003424-c1x_clean_v2_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed20.csv,52847,0.19950044467992506,0.189453125,0.189453125,0.20358020181455055,0.2025403081809134,178.4,40,7.569020001135353,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,1,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,52847,0.20680454898102069,0.109375,0.15998883928571428,0.19210743274498202,0.19126753196903315,178.4,40,7.569020001135353,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,2,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,52847,0.19155297367873295,0.1628125,0.1628125,0.18303072322669905,0.18205557519847512,178.4,38,7.190569001078585,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,3,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,52847,0.194826574829224,0.03125,0.14453125,0.1810597950169328,0.18008429510679644,178.4,39,7.379794501106969,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,4,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,52847,0.206766703881015,0.0859375,0.16259765625,0.1954861376904239,0.19468038418121014,178.4,39,7.379794501106969,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,5,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,52847,0.19397506007909626,0.15913722826086957,0.15913722826086957,0.1832983588295565,0.18245712147130244,178.4,38,7.190569001078585,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,6,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,52847,0.19696482297954473,0.08203125,0.1593070652173913,0.18797760363747307,0.1870985744315343,178.4,36,6.812118001021818,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,7,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,52847,0.19278293942891744,0.1578917572463768,0.1578917572463768,0.18965853640815292,0.18884515656056627,178.4,40,7.569020001135353,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,8,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,52847,0.21274622968191192,0.16584821428571428,0.16584821428571428,0.19933293272124122,0.1984501364513394,178.4,40,7.569020001135353,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,9,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,52847,0.19753249947962986,0.109375,0.15075860507246377,0.1869162671873898,0.18612937206004887,178.4,37,7.001343501050202,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,10,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,52847,0.19558347682933752,0.15053215579710144,0.15053215579710144,0.1842398923021052,0.1832543640408252,178.4,37,7.001343501050202,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,11,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed11/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed11.csv,52847,0.20875357163131303,0.15743885869565216,0.15743885869565216,0.19418968504568004,0.1933523029004349,178.4,40,7.569020001135353,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,12,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed12/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed12.csv,52847,0.19520502582928076,0.1484375,0.16728940217391305,0.1867556970787385,0.1859717336582454,178.4,39,7.379794501106969,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,13,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed13/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed13.csv,52847,0.21908528393286278,0.1640625,0.16813616071428572,0.20261848340713184,0.20166038695135444,178.4,39,7.379794501106969,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
Y,INSECTS_abrupt_balanced,sample_idx,14,trackY_detector_gating_interaction,20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200,clean,0.05,5,v2_gate_m1,1,confirmed_streak,1,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackY_detector_gating_interaction/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed14/20260109-003529-1qh_clean_v2_gate_m1_thr0.050_m1_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed14.csv,52847,0.21299222283194882,0.16083559782608695,0.16083559782608695,0.19549082134625137,0.19449522744590625,178.4,38,7.190569001078585,1,picked from TrackX: best_group=v2_gate_m1 (acc_tol=0.01)
