track,unit,dataset,seed,experiment_name,run_id,config_tag,model_variant,monitor_preset,monitor_preset_base,trigger_mode,confirm_theta,confirm_window,confirm_cooldown,weights,log_path,acc_final,mean_acc,acc_min,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol500,MTD_tol500,MTFA_tol500,MTR_tol500,confirmed_count_total,ph_error_threshold,ph_error_min_instances,ph_divergence_threshold,ph_divergence_min_instances,drift_idx,drift_pos,segment_end,first_confirmed_step,delay_confirmed,miss_tol500
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-101835-7gq_theta0.30_w1_cd0,theta0.30_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-101835-7gq_theta0.30_w1_cd0/sea_abrupt4__ts_drift_adapt__seed3.csv,0.8743,0.820119794266253,0.328125,0.0,199.0,337.4149659863946,1.6955525928964552,0.0,199.0,339.7260273972603,1.7071659668204033,152,0.05,5,0.05,30,2,30000,40000,30271,271,0
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-101835-7gq_theta0.30_w1_cd0,theta0.30_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-101835-7gq_theta0.30_w1_cd0/sea_abrupt4__ts_drift_adapt__seed3.csv,0.8743,0.820119794266253,0.328125,0.0,199.0,337.4149659863946,1.6955525928964552,0.0,199.0,339.7260273972603,1.7071659668204033,152,0.05,5,0.05,30,3,40000,50000,40191,191,0
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-101835-7gq_theta0.30_w1_cd0,theta0.30_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-101835-7gq_theta0.30_w1_cd0/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87736,0.8351866349198702,0.609375,0.0,71.0,337.4149659863946,4.752323464597107,0.0,71.0,337.4149659863946,4.752323464597107,152,0.05,5,0.05,30,0,10000,20000,10047,47,0
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-101835-7gq_theta0.30_w1_cd0,theta0.30_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-101835-7gq_theta0.30_w1_cd0/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87736,0.8351866349198702,0.609375,0.0,71.0,337.4149659863946,4.752323464597107,0.0,71.0,337.4149659863946,4.752323464597107,152,0.05,5,0.05,30,1,20000,30000,20095,95,0
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-101835-7gq_theta0.30_w1_cd0,theta0.30_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-101835-7gq_theta0.30_w1_cd0/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87736,0.8351866349198702,0.609375,0.0,71.0,337.4149659863946,4.752323464597107,0.0,71.0,337.4149659863946,4.752323464597107,152,0.05,5,0.05,30,2,30000,40000,30015,15,0
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-101835-7gq_theta0.30_w1_cd0,theta0.30_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-101835-7gq_theta0.30_w1_cd0/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87736,0.8351866349198702,0.609375,0.0,71.0,337.4149659863946,4.752323464597107,0.0,71.0,337.4149659863946,4.752323464597107,152,0.05,5,0.05,30,3,40000,50000,40127,127,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-101835-7gq_theta0.30_w1_cd0,theta0.30_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-101835-7gq_theta0.30_w1_cd0/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87676,0.8284445159008578,0.375,0.0,167.0,336.5442176870748,2.01523483644955,0.0,167.0,341.1862068965517,2.0430311790212676,152,0.05,5,0.05,30,0,10000,20000,10047,47,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-101835-7gq_theta0.30_w1_cd0,theta0.30_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-101835-7gq_theta0.30_w1_cd0/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87676,0.8284445159008578,0.375,0.0,167.0,336.5442176870748,2.01523483644955,0.0,167.0,341.1862068965517,2.0430311790212676,152,0.05,5,0.05,30,1,20000,30000,20095,95,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-101835-7gq_theta0.30_w1_cd0,theta0.30_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-101835-7gq_theta0.30_w1_cd0/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87676,0.8284445159008578,0.375,0.0,167.0,336.5442176870748,2.01523483644955,0.0,167.0,341.1862068965517,2.0430311790212676,152,0.05,5,0.05,30,2,30000,40000,30271,271,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-101835-7gq_theta0.30_w1_cd0,theta0.30_w1_cd0,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-101835-7gq_theta0.30_w1_cd0/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87676,0.8284445159008578,0.375,0.0,167.0,336.5442176870748,2.01523483644955,0.0,167.0,341.1862068965517,2.0430311790212676,152,0.05,5,0.05,30,3,40000,50000,40255,255,0
O,sample_idx,sea_abrupt4,1,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86782,0.8191027859050155,0.40625,0.0,167.0,344.0,2.059880239520958,0.0,167.0,344.0,2.059880239520958,149,0.05,5,0.05,30,0,10000,20000,10239,239,0
O,sample_idx,sea_abrupt4,1,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86782,0.8191027859050155,0.40625,0.0,167.0,344.0,2.059880239520958,0.0,167.0,344.0,2.059880239520958,149,0.05,5,0.05,30,1,20000,30000,20159,159,0
O,sample_idx,sea_abrupt4,1,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86782,0.8191027859050155,0.40625,0.0,167.0,344.0,2.059880239520958,0.0,167.0,344.0,2.059880239520958,149,0.05,5,0.05,30,2,30000,40000,30207,207,0
O,sample_idx,sea_abrupt4,1,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86782,0.8191027859050155,0.40625,0.0,167.0,344.0,2.059880239520958,0.0,167.0,344.0,2.059880239520958,149,0.05,5,0.05,30,3,40000,50000,40063,63,0
O,sample_idx,sea_abrupt4,2,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed2.csv,0.8798,0.8298936213421916,0.40625,0.0,279.0,341.3333333333333,1.2234169653524491,0.0,279.0,341.3333333333333,1.2234169653524491,149,0.05,5,0.05,30,0,10000,20000,10303,303,0
O,sample_idx,sea_abrupt4,2,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed2.csv,0.8798,0.8298936213421916,0.40625,0.0,279.0,341.3333333333333,1.2234169653524491,0.0,279.0,341.3333333333333,1.2234169653524491,149,0.05,5,0.05,30,1,20000,30000,20287,287,0
O,sample_idx,sea_abrupt4,2,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed2.csv,0.8798,0.8298936213421916,0.40625,0.0,279.0,341.3333333333333,1.2234169653524491,0.0,279.0,341.3333333333333,1.2234169653524491,149,0.05,5,0.05,30,2,30000,40000,30271,271,0
O,sample_idx,sea_abrupt4,2,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed2.csv,0.8798,0.8298936213421916,0.40625,0.0,279.0,341.3333333333333,1.2234169653524491,0.0,279.0,341.3333333333333,1.2234169653524491,149,0.05,5,0.05,30,3,40000,50000,40255,255,0
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87054,0.82191249296227,0.5625,0.0,135.0,344.8888888888889,2.554732510288066,0.0,135.0,344.8888888888889,2.554732510288066,149,0.05,5,0.05,30,0,10000,20000,10047,47,0
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87054,0.82191249296227,0.5625,0.0,135.0,344.8888888888889,2.554732510288066,0.0,135.0,344.8888888888889,2.554732510288066,149,0.05,5,0.05,30,1,20000,30000,20287,287,0
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87054,0.82191249296227,0.5625,0.0,135.0,344.8888888888889,2.554732510288066,0.0,135.0,344.8888888888889,2.554732510288066,149,0.05,5,0.05,30,2,30000,40000,30079,79,0
O,sample_idx,sea_abrupt4,3,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87054,0.82191249296227,0.5625,0.0,135.0,344.8888888888889,2.554732510288066,0.0,135.0,344.8888888888889,2.554732510288066,149,0.05,5,0.05,30,3,40000,50000,40127,127,0
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87176,0.8232222818709156,0.484375,0.0,119.0,342.0689655172414,2.8745291219936253,0.0,119.0,342.0689655172414,2.8745291219936253,150,0.05,5,0.05,30,0,10000,20000,10047,47,0
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87176,0.8232222818709156,0.484375,0.0,119.0,342.0689655172414,2.8745291219936253,0.0,119.0,342.0689655172414,2.8745291219936253,150,0.05,5,0.05,30,1,20000,30000,20031,31,0
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87176,0.8232222818709156,0.484375,0.0,119.0,342.0689655172414,2.8745291219936253,0.0,119.0,342.0689655172414,2.8745291219936253,150,0.05,5,0.05,30,2,30000,40000,30079,79,0
O,sample_idx,sea_abrupt4,4,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87176,0.8232222818709156,0.484375,0.0,119.0,342.0689655172414,2.8745291219936253,0.0,119.0,342.0689655172414,2.8745291219936253,150,0.05,5,0.05,30,3,40000,50000,40319,319,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87734,0.829936945669301,0.546875,0.0,119.0,336.5442176870748,2.8281026696392844,0.0,119.0,336.5442176870748,2.8281026696392844,152,0.05,5,0.05,30,0,10000,20000,10111,111,0
O,sample_idx,sea_abrupt4,5,trackO_confirm_sweep,20260108-101924-j1s_theta0.30_w1_cd200,theta0.30_w1_cd200,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackO_confirm_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-101924-j1s_theta0.30_w1_cd200/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87734,0.829936945669301,0.546875,0.0,119.0,336.5442176870748,2.8281026696392844,0.0,119.0,336.5442176870748,2.8281026696392844,152,0.05,5,0.05,30,1,20000,30000,20031,31,0
