track,dataset,unit,seed,experiment_name,run_id,group,model_variant,monitor_preset,trigger_mode,confirm_theta,confirm_window,confirm_cooldown,weights,use_severity_v2,severity_gate,severity_gate_min_streak,log_path,horizon,acc_final,acc_min_raw,acc_min@2000,post_mean@W1000,post_min@W1000,recovery_time_to_pre90,confirmed_count_total,confirm_rate_per_10k
V,INSECTS_abrupt_balanced,sample_idx,11,trackV_insects_recovery,20260108-215951-dnd_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt/seed11/20260108-215951-dnd_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed11.csv,52847,0.21664427498249664,0.15625,0.15964673913043478,0.1990322445342885,0.19813119628141995,178.4,40,7.569020001135353
V,INSECTS_abrupt_balanced,sample_idx,12,trackV_insects_recovery,20260108-215951-dnd_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt/seed12/20260108-215951-dnd_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed12.csv,52847,0.19613223077941982,0.16227678571428572,0.16227678571428572,0.1831132141589104,0.1823926870534742,178.4,40,7.569020001135353
V,INSECTS_abrupt_balanced,sample_idx,13,trackV_insects_recovery,20260108-215951-dnd_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt/seed13/20260108-215951-dnd_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed13.csv,52847,0.19441027872916153,0.12890625,0.15619338768115942,0.18196264819157412,0.1810083364728655,178.4,37,7.001343501050202
V,INSECTS_abrupt_balanced,sample_idx,14,trackV_insects_recovery,20260108-215951-dnd_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt/seed14/20260108-215951-dnd_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed14.csv,52847,0.21359774443203966,0.16751585144927536,0.16751585144927536,0.20090652801964265,0.20003700720282927,178.4,40,7.569020001135353
V,INSECTS_abrupt_balanced,sample_idx,15,trackV_insects_recovery,20260108-215951-dnd_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt/seed15/20260108-215951-dnd_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed15.csv,52847,0.19915983877987398,0.1604959239130435,0.1604959239130435,0.19084011058920805,0.19021649119572337,178.4,38,7.190569001078585
V,INSECTS_abrupt_balanced,sample_idx,16,trackV_insects_recovery,20260108-215951-dnd_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt/seed16/20260108-215951-dnd_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed16.csv,52847,0.19475088462921264,0.15625,0.17193161231884058,0.1920282209700822,0.19108695704674583,178.4,39,7.379794501106969
V,INSECTS_abrupt_balanced,sample_idx,17,trackV_insects_recovery,20260108-215951-dnd_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt/seed17/20260108-215951-dnd_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed17.csv,52847,0.2098321569814748,0.15984786184210525,0.15984786184210525,0.18968134711788814,0.18855754308621223,178.4,38,7.190569001078585
V,INSECTS_abrupt_balanced,sample_idx,18,trackV_insects_recovery,20260108-215951-dnd_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt/seed18/20260108-215951-dnd_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed18.csv,52847,0.2084886559312733,0.125,0.1649116847826087,0.19330689963581746,0.19262143942763565,178.4,37,7.001343501050202
V,INSECTS_abrupt_balanced,sample_idx,19,trackV_insects_recovery,20260108-215951-dnd_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt/seed19/20260108-215951-dnd_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed19.csv,52847,0.21178117963176718,0.15234375,0.17289402173913043,0.19639055895238147,0.1953428309814888,178.4,40,7.569020001135353
V,INSECTS_abrupt_balanced,sample_idx,20,trackV_insects_recovery,20260108-215951-dnd_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt/seed20/20260108-215951-dnd_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed20.csv,52847,0.18247014967737052,0.15155117753623187,0.15155117753623187,0.17627784813959796,0.17535041720575606,178.4,39,7.379794501106969
V,INSECTS_abrupt_balanced,sample_idx,1,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,52847,0.21128919333169338,0.1646286231884058,0.1646286231884058,0.1961889612864527,0.19536809405812777,178.4,39,7.379794501106969
V,INSECTS_abrupt_balanced,sample_idx,2,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,52847,0.2074479156811172,0.16646205357142857,0.16646205357142857,0.1989281688428546,0.19819097907628183,178.4,39,7.379794501106969
V,INSECTS_abrupt_balanced,sample_idx,3,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,52847,0.20792097943118815,0.16847098214285713,0.16847098214285713,0.19453642736170554,0.19385614496082643,178.4,37,7.001343501050202
V,INSECTS_abrupt_balanced,sample_idx,4,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,52847,0.20110886143016632,0.1654778079710145,0.1654778079710145,0.19562241340936137,0.19477189448257431,178.4,39,7.379794501106969
V,INSECTS_abrupt_balanced,sample_idx,5,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,52847,0.19590516017938578,0.1721580615942029,0.1721580615942029,0.1955047153965531,0.194662106989599,178.4,39,7.379794501106969
V,INSECTS_abrupt_balanced,sample_idx,6,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,52847,0.1981380210797207,0.16564764492753623,0.16564764492753623,0.1905359311028285,0.1900686801670257,178.4,38,7.190569001078585
V,INSECTS_abrupt_balanced,sample_idx,7,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,52847,0.19590516017938578,0.15925045289855072,0.15925045289855072,0.18741410529647481,0.18644776860215267,178.4,39,7.379794501106969
V,INSECTS_abrupt_balanced,sample_idx,8,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,52847,0.1993679868299052,0.15715579710144928,0.15715579710144928,0.18853495964572578,0.1875808842735627,178.4,40,7.569020001135353
V,INSECTS_abrupt_balanced,sample_idx,9,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,52847,0.2063125626809469,0.16434151785714285,0.16434151785714285,0.19746084645112136,0.19660716566780337,178.4,39,7.379794501106969
V,INSECTS_abrupt_balanced,sample_idx,10,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,52847,0.19476980717921547,0.16015625,0.16015625,0.18643830711258874,0.18570194298315207,178.4,39,7.379794501106969
V,INSECTS_abrupt_balanced,sample_idx,11,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed11/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed11.csv,52847,0.2025658977803849,0.14453125,0.15664628623188406,0.1876645463176062,0.1867575116786543,178.4,40,7.569020001135353
V,INSECTS_abrupt_balanced,sample_idx,12,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed12/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed12.csv,52847,0.20334172233050127,0.17979910714285716,0.17979910714285716,0.1937712317620207,0.19293686513377964,178.4,40,7.569020001135353
V,INSECTS_abrupt_balanced,sample_idx,13,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed13/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed13.csv,52847,0.20249020758037353,0.1546875,0.1546875,0.189698483589502,0.18913146468144448,178.4,41,7.758245501163737
V,INSECTS_abrupt_balanced,sample_idx,14,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed14/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed14.csv,52847,0.2100213824815032,0.046875,0.150390625,0.19126451145186596,0.19036860595707586,178.4,38,7.190569001078585
V,INSECTS_abrupt_balanced,sample_idx,15,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed15/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed15.csv,52847,0.20044657218006698,0.1640625,0.1663269927536232,0.19842907662031892,0.19760486504985222,178.4,38,7.190569001078585
V,INSECTS_abrupt_balanced,sample_idx,16,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed16/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed16.csv,52847,0.19306677767896002,0.1484375,0.16508152173913043,0.18530443317309844,0.18441389968526553,178.4,39,7.379794501106969
V,INSECTS_abrupt_balanced,sample_idx,17,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed17/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed17.csv,52847,0.2088292618313244,0.140625,0.1643455615942029,0.19520705994892595,0.19443375294286544,178.4,39,7.379794501106969
V,INSECTS_abrupt_balanced,sample_idx,18,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed18/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed18.csv,52847,0.20362556058054385,0.15234375,0.17008928571428572,0.19662526469835223,0.19592645278716234,178.4,40,7.569020001135353
V,INSECTS_abrupt_balanced,sample_idx,19,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed19/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed19.csv,52847,0.21089181978163377,0.17617753623188406,0.17617753623188406,0.1949168543670271,0.19398645298241277,178.4,40,7.569020001135353
V,INSECTS_abrupt_balanced,sample_idx,20,trackV_insects_recovery,20260108-220042-bte_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed20/20260108-220042-bte_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed20.csv,52847,0.1897553314284633,0.15625,0.15625,0.18411265538192897,0.18333845323591497,178.4,39,7.379794501106969
V,INSECTS_abrupt_balanced,sample_idx,1,trackV_insects_recovery,20260108-220131-i93_C_v2_gate_m5_theta0.50_w1_cd200,C_v2_gate_m5,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,5,logs/trackV_insects_recovery/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-220131-i93_C_v2_gate_m5_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,52847,0.21234885613185234,0.17059151785714285,0.17059151785714285,0.20080539774607598,0.19997738317588298,178.4,39,7.379794501106969
