track,dataset,unit,seed,experiment_name,run_id,group,model_variant,monitor_preset,monitor_preset_base,trigger_mode,confirm_theta,confirm_window,confirm_cooldown,weights,use_severity_v2,severity_gate,severity_gate_min_streak,log_path,acc_final,acc_min,confirmed_count_total,miss_tol500,MDR_tol500,conf_P90,conf_P99,MTFA_win,note,recovery_W,post_mean@W1000,post_min@W1000,recovery_time_to_pre90
P,INSECTS_abrupt_balanced,sample_idx,6,trackP_gate_cooldown,20260108-110543-ey9_baseline_theta0.50_w1_cd0,baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt/seed6/20260108-110543-ey9_baseline_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt__seed6.csv,0.1902094726285314,0.09765625,37,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.19002959729524527,0.1891155003490391,178.4
P,INSECTS_abrupt_balanced,sample_idx,7,trackP_gate_cooldown,20260108-110543-ey9_baseline_theta0.50_w1_cd0,baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt/seed7/20260108-110543-ey9_baseline_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt__seed7.csv,0.19596192782939428,0.1328125,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.1850075702813635,0.1839923121974925,178.4
P,INSECTS_abrupt_balanced,sample_idx,8,trackP_gate_cooldown,20260108-110543-ey9_baseline_theta0.50_w1_cd0,baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt/seed8/20260108-110543-ey9_baseline_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt__seed8.csv,0.18977425397846615,0.1481544384057971,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.1741146371200894,0.17311670901542417,178.4
P,INSECTS_abrupt_balanced,sample_idx,9,trackP_gate_cooldown,20260108-110543-ey9_baseline_theta0.50_w1_cd0,baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt/seed9/20260108-110543-ey9_baseline_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt__seed9.csv,0.19282078452892312,0.0546875,38,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18192057950666432,0.1812933691730657,178.4
P,INSECTS_abrupt_balanced,sample_idx,10,trackP_gate_cooldown,20260108-110543-ey9_baseline_theta0.50_w1_cd0,baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt/seed10/20260108-110543-ey9_baseline_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt__seed10.csv,0.20419323708062898,0.1755548007246377,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.1983094474365343,0.19795666578475263,178.4
P,sea_abrupt4,sample_idx,1,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed1/20260108-110658-6eq_v2_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed1.csv,0.88814,0.671875,150,0.0,0.0,261.4,270.04,342.5103448275862,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,2,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed2/20260108-110658-6eq_v2_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed2.csv,0.86702,0.421875,153,0.0,0.0,298.2,302.52,335.56756756756755,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,3,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed3/20260108-110658-6eq_v2_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed3.csv,0.89398,0.671875,140,0.0,0.0,333.40000000000003,363.64,368.0,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,4,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed4/20260108-110658-6eq_v2_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed4.csv,0.87298,0.3125,151,0.0,0.0,240.60000000000002,253.56,339.7260273972603,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,5,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed5/20260108-110658-6eq_v2_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed5.csv,0.87822,0.53125,150,0.0,0.0,266.2,270.52000000000004,342.5103448275862,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,INSECTS_abrupt_balanced,sample_idx,1,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-110658-6eq_v2_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,0.21478986508221848,0.09375,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.19157602225380918,0.1906542313594043,178.4
P,INSECTS_abrupt_balanced,sample_idx,2,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-110658-6eq_v2_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,0.19062576872859385,0.140625,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18205524926260647,0.18107376221130778,178.4
P,INSECTS_abrupt_balanced,sample_idx,3,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-110658-6eq_v2_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,0.19974643782996196,0.15704257246376813,38,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.1871664376379435,0.18649741745962456,178.4
P,INSECTS_abrupt_balanced,sample_idx,4,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-110658-6eq_v2_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,0.19318031297897706,0.16417410714285716,37,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18722457202104476,0.18645464450481603,178.4
P,INSECTS_abrupt_balanced,sample_idx,5,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-110658-6eq_v2_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,0.1996707476299506,0.15953351449275363,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18996552681354345,0.18914771578383172,178.4
P,INSECTS_abrupt_balanced,sample_idx,6,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-110658-6eq_v2_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,0.19726758377959014,0.15234375,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18717774272524063,0.1863531123425405,178.4
P,INSECTS_abrupt_balanced,sample_idx,7,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-110658-6eq_v2_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,0.19891384562983708,0.15625,39,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.19488359177126738,0.19392134571537378,178.4
P,INSECTS_abrupt_balanced,sample_idx,8,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-110658-6eq_v2_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,0.21533861903230078,0.16886160714285714,40,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.20130309521852527,0.2005110718543086,178.4
P,INSECTS_abrupt_balanced,sample_idx,9,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-110658-6eq_v2_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.20712623233106894,0.16191123188405798,37,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.18923282838771144,0.1885161332226412,178.4
P,INSECTS_abrupt_balanced,sample_idx,10,trackP_gate_cooldown,20260108-110658-6eq_v2_theta0.50_w1_cd0,v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackP_gate_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-110658-6eq_v2_theta0.50_w1_cd0/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.19185573447877835,0.140625,37,,,,,,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,1000,0.1843112024421698,0.1833765707424868,178.4
P,sea_abrupt4,sample_idx,1,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed1/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed1.csv,0.87866,0.234375,150,0.0,0.0,266.2,270.52000000000004,342.5103448275862,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,2,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed2/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed2.csv,0.87994,0.25,149,0.0,0.0,242.20000000000002,268.12,343.55555555555554,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
P,sea_abrupt4,sample_idx,3,trackP_gate_cooldown,20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0,v2_gate_m1,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.5,1,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,confirmed_streak,1,logs/trackP_gate_cooldown/sea_abrupt4/ts_drift_adapt_severity/seed3/20260108-110809-6za_v2_gate_m1_theta0.50_w1_cd0/sea_abrupt4__ts_drift_adapt_severity__seed3.csv,0.87874,0.71875,151,0.0,0.0,117.4,126.03999999999999,339.7260273972603,picked TrackO: 规则：acc_final_mean≥best-0.01，先最小化 miss_tol500_mean（再看 conf_P90），再最大化 MTFA_win_mean，再最大化 acc_min_mean；best_acc=0.8794,,,,
