track,dataset,unit,seed,experiment_name,run_id,group,monitor_preset,trigger_mode,confirm_theta,confirm_window,confirm_cooldown_base,adaptive_cooldown,adaptive_window,adaptive_lower_per10k,adaptive_upper_per10k,adaptive_cooldown_low,adaptive_cooldown_high,weights,log_path,horizon,acc_final,acc_min_raw,acc_min_warmup,confirmed_count_total,confirm_rate_per_10k,median_gap_between_confirms,p10_gap_between_confirms,miss_tol500,conf_P90,conf_P99,MTFA_win,model_variant,recovery_W,post_mean@W1000,post_min@W1000,recovery_time_to_pre90
S,INSECTS_abrupt_balanced,sample_idx,9,trackS_adaptive_cooldown,20260108-192256-ief_fixed_cd0_theta0.50_w1,fixed_cd0,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,0,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-192256-ief_fixed_cd0_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,52847,0.19694590042954188,0.15234375,0.15608016304347827,37,7.001343501050202,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.18527812532517662,0.18458525962182593,178.4
S,INSECTS_abrupt_balanced,sample_idx,10,trackS_adaptive_cooldown,20260108-192256-ief_fixed_cd0_theta0.50_w1,fixed_cd0,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,0,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-192256-ief_fixed_cd0_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,52847,0.20618010483092702,0.0703125,0.17684151785714286,39,7.379794501106969,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.20467744454619413,0.2036968718864766,178.4
S,sea_abrupt4,sample_idx,1,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/sea_abrupt4/ts_drift_adapt/seed1/20260108-192408-78q_fixed_cd200_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed1.csv,50000,0.87616,0.6302083333333334,0.76025390625,151,30.2,320.0,320.0,0.0,229.4,238.04,339.28767123287673,,,,,
S,sea_abrupt4,sample_idx,2,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/sea_abrupt4/ts_drift_adapt/seed2/20260108-192408-78q_fixed_cd200_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed2.csv,50000,0.88092,0.6902573529411765,0.71240234375,149,29.8,320.0,320.0,0.0,227.8,266.68,343.1111111111111,,,,,
S,sea_abrupt4,sample_idx,3,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/sea_abrupt4/ts_drift_adapt/seed3/20260108-192408-78q_fixed_cd200_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed3.csv,50000,0.87796,0.421875,0.7608901515151515,147,29.4,320.0,320.0,0.0,309.40000000000003,318.03999999999996,348.3943661971831,,,,,
S,sea_abrupt4,sample_idx,4,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/sea_abrupt4/ts_drift_adapt/seed4/20260108-192408-78q_fixed_cd200_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed4.csv,50000,0.87268,0.546875,0.74755859375,151,30.2,320.0,320.0,0.0,219.80000000000004,280.28,339.7260273972603,,,,,
S,sea_abrupt4,sample_idx,5,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/sea_abrupt4/ts_drift_adapt/seed5/20260108-192408-78q_fixed_cd200_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed5.csv,50000,0.86292,0.3359375,0.7138671875,151,30.2,320.0,320.0,0.0,266.2,270.52000000000004,338.8493150684931,,,,,
S,INSECTS_abrupt_balanced,sample_idx,1,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-192408-78q_fixed_cd200_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,52847,0.21607659848241148,0.17617753623188406,0.17617753623188406,40,7.569020001135353,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.2013590635509557,0.20039808159537262,178.4
S,INSECTS_abrupt_balanced,sample_idx,2,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-192408-78q_fixed_cd200_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,52847,0.19548886407932334,0.13671875,0.161328125,39,7.379794501106969,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.18670859204938814,0.18576749112014285,178.4
S,INSECTS_abrupt_balanced,sample_idx,3,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-192408-78q_fixed_cd200_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,52847,0.20038980453005847,0.15234375,0.15472146739130435,38,7.190569001078585,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.1867609912559124,0.18585608209458085,178.4
S,INSECTS_abrupt_balanced,sample_idx,4,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-192408-78q_fixed_cd200_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,52847,0.19403182772910477,0.08984375,0.1564764492753623,39,7.379794501106969,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.18730394724618077,0.1864790207093933,178.4
S,INSECTS_abrupt_balanced,sample_idx,5,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-192408-78q_fixed_cd200_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,52847,0.20941586088141237,0.13671875,0.17628348214285713,40,7.569020001135353,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.20254651276058538,0.20173180150665632,178.4
S,INSECTS_abrupt_balanced,sample_idx,6,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-192408-78q_fixed_cd200_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,52847,0.2106079815315912,0.14453125,0.16428571428571428,38,7.190569001078585,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.19842908794795122,0.1975968141087118,178.4
S,INSECTS_abrupt_balanced,sample_idx,7,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-192408-78q_fixed_cd200_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,52847,0.20782636668117396,0.15749547101449277,0.15749547101449277,39,7.379794501106969,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.19571810367322287,0.19480751111517586,178.4
S,INSECTS_abrupt_balanced,sample_idx,8,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-192408-78q_fixed_cd200_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,52847,0.2119893276817984,0.16106204710144928,0.16106204710144928,40,7.569020001135353,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.19838514597616033,0.19753121672979704,178.4
S,INSECTS_abrupt_balanced,sample_idx,9,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-192408-78q_fixed_cd200_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,52847,0.20941586088141237,0.16225090579710144,0.16225090579710144,38,7.190569001078585,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.19054421588984544,0.1897540116825429,178.4
S,INSECTS_abrupt_balanced,sample_idx,10,trackS_adaptive_cooldown,20260108-192408-78q_fixed_cd200_theta0.50_w1,fixed_cd200,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,0,0,0.0,0.0,0,0,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-192408-78q_fixed_cd200_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,52847,0.2038147860805722,0.14453125,0.16496829710144928,39,7.379794501106969,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.19558088635207954,0.19460957870209467,178.4
S,sea_abrupt4,sample_idx,1,trackS_adaptive_cooldown,20260108-192505-1be_adaptive_cd_theta0.50_w1,adaptive_cd,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,1,10000,10.0,25.0,200,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/sea_abrupt4/ts_drift_adapt/seed1/20260108-192505-1be_adaptive_cd_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed1.csv,50000,0.8799,0.328125,0.7373046875,89,17.8,640.0,320.0,0.25,525.4000000000001,598.8399999999999,585.9047619047619,,,,,
S,sea_abrupt4,sample_idx,2,trackS_adaptive_cooldown,20260108-192505-1be_adaptive_cd_theta0.50_w1,adaptive_cd,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,1,10000,10.0,25.0,200,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/sea_abrupt4/ts_drift_adapt/seed2/20260108-192505-1be_adaptive_cd_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed2.csv,50000,0.87146,0.328125,0.7255859375,88,17.6,640.0,320.0,0.0,378.20000000000005,382.52,591.4216867469879,,,,,
S,sea_abrupt4,sample_idx,3,trackS_adaptive_cooldown,20260108-192505-1be_adaptive_cd_theta0.50_w1,adaptive_cd,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,1,10000,10.0,25.0,200,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/sea_abrupt4/ts_drift_adapt/seed3/20260108-192505-1be_adaptive_cd_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed3.csv,50000,0.88058,0.421875,0.7552083333333334,88,17.6,640.0,320.0,0.0,384.6,440.75999999999993,593.7349397590361,,,,,
S,sea_abrupt4,sample_idx,4,trackS_adaptive_cooldown,20260108-192505-1be_adaptive_cd_theta0.50_w1,adaptive_cd,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,1,10000,10.0,25.0,200,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/sea_abrupt4/ts_drift_adapt/seed4/20260108-192505-1be_adaptive_cd_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed4.csv,50000,0.87214,0.4375,0.74853515625,89,17.8,640.0,320.0,0.0,442.20000000000005,489.7199999999999,587.4285714285714,,,,,
S,sea_abrupt4,sample_idx,5,trackS_adaptive_cooldown,20260108-192505-1be_adaptive_cd_theta0.50_w1,adaptive_cd,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,1,10000,10.0,25.0,200,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/sea_abrupt4/ts_drift_adapt/seed5/20260108-192505-1be_adaptive_cd_theta0.50_w1/sea_abrupt4__ts_drift_adapt__seed5.csv,50000,0.8718,0.4375,0.7575757575757576,89,17.8,640.0,320.0,0.25,512.6,525.56,585.1428571428571,,,,,
S,INSECTS_abrupt_balanced,sample_idx,1,trackS_adaptive_cooldown,20260108-192505-1be_adaptive_cd_theta0.50_w1,adaptive_cd,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,1,10000,10.0,25.0,200,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-192505-1be_adaptive_cd_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,52847,0.21206501788180976,0.16088169642857142,0.16088169642857142,39,7.379794501106969,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.19354186553718458,0.1925653904007727,178.4
S,INSECTS_abrupt_balanced,sample_idx,2,trackS_adaptive_cooldown,20260108-192505-1be_adaptive_cd_theta0.50_w1,adaptive_cd,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,1,10000,10.0,25.0,200,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-192505-1be_adaptive_cd_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,52847,0.19596192782939428,0.15834465579710144,0.15834465579710144,39,7.379794501106969,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.18486650822276549,0.18385345772857273,178.4
S,INSECTS_abrupt_balanced,sample_idx,3,trackS_adaptive_cooldown,20260108-192505-1be_adaptive_cd_theta0.50_w1,adaptive_cd,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,1,10000,10.0,25.0,200,500,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackS_adaptive_cooldown/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-192505-1be_adaptive_cd_theta0.50_w1/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,52847,0.1958105474293716,0.14453125,0.15030570652173914,39,7.379794501106969,1280.0,1280.0,,,,,ts_drift_adapt_severity,1000,0.18500744190889853,0.1842420190444875,178.4
