track,unit,dataset,seed,experiment_name,run_id,config_tag,model_variant,monitor_preset,monitor_preset_base,trigger_mode,confirm_theta,confirm_window,weights,log_path,acc_final,mean_acc,acc_min,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol500,MTD_tol500,MTFA_tol500,MTR_tol500,ph_error_threshold,ph_error_min_instances,ph_divergence_threshold,ph_divergence_min_instances,drift_idx,drift_pos,segment_end,first_candidate_step,first_confirmed_step,delay_candidate,delay_confirmed,miss_tol500
M,sample_idx,sea_abrupt4,2,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed2.csv,0.8889,0.8367808040505357,0.65625,0.0,311.0,593.6,1.9086816720257236,0.25,191.0,593.6,4.143804537521815,0.2,5,0.05,30,1,20000,30000,20671,20671,671,671,1
M,sample_idx,sea_abrupt4,2,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed2.csv,0.8889,0.8367808040505357,0.65625,0.0,311.0,593.6,1.9086816720257236,0.25,191.0,593.6,4.143804537521815,0.2,5,0.05,30,2,30000,40000,30143,30143,143,143,0
M,sample_idx,sea_abrupt4,2,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed2.csv,0.8889,0.8367808040505357,0.65625,0.0,311.0,593.6,1.9086816720257236,0.25,191.0,593.6,4.143804537521815,0.2,5,0.05,30,3,40000,50000,40255,40255,255,255,0
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed3.csv,0.85704,0.8061992554728606,0.6517857142857143,0.0,343.0,515.3684210526316,1.5025318398035905,0.25,180.33333333333334,515.3684210526316,3.8104874014982,0.2,5,0.05,30,0,10000,20000,10367,10367,367,367,0
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed3.csv,0.85704,0.8061992554728606,0.6517857142857143,0.0,343.0,515.3684210526316,1.5025318398035905,0.25,180.33333333333334,515.3684210526316,3.8104874014982,0.2,5,0.05,30,1,20000,30000,20031,20031,31,31,0
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed3.csv,0.85704,0.8061992554728606,0.6517857142857143,0.0,343.0,515.3684210526316,1.5025318398035905,0.25,180.33333333333334,515.3684210526316,3.8104874014982,0.2,5,0.05,30,2,30000,40000,30143,30143,143,143,0
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed3.csv,0.85704,0.8061992554728606,0.6517857142857143,0.0,343.0,515.3684210526316,1.5025318398035905,0.25,180.33333333333334,515.3684210526316,3.8104874014982,0.2,5,0.05,30,3,40000,50000,40831,40831,831,831,1
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87,0.8270037401509505,0.40625,0.0,183.0,496.8,2.7147540983606557,0.0,183.0,501.8181818181818,2.7421758569299555,0.2,5,0.05,30,0,10000,20000,10239,10239,239,239,0
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87,0.8270037401509505,0.40625,0.0,183.0,496.8,2.7147540983606557,0.0,183.0,501.8181818181818,2.7421758569299555,0.2,5,0.05,30,1,20000,30000,20095,20095,95,95,0
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87,0.8270037401509505,0.40625,0.0,183.0,496.8,2.7147540983606557,0.0,183.0,501.8181818181818,2.7421758569299555,0.2,5,0.05,30,2,30000,40000,30079,30079,79,79,0
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87,0.8270037401509505,0.40625,0.0,183.0,496.8,2.7147540983606557,0.0,183.0,501.8181818181818,2.7421758569299555,0.2,5,0.05,30,3,40000,50000,40319,40319,319,319,0
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed5.csv,0.879,0.8325345695476443,0.578125,0.0,663.0,588.952380952381,0.888314300079006,0.25,137.66666666666666,588.952380952381,5.704139282831777,0.2,5,0.05,30,0,10000,20000,10175,10175,175,175,0
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed5.csv,0.879,0.8325345695476443,0.578125,0.0,663.0,588.952380952381,0.888314300079006,0.25,137.66666666666666,588.952380952381,5.704139282831777,0.2,5,0.05,30,1,20000,30000,20223,20223,223,223,0
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed5.csv,0.879,0.8325345695476443,0.578125,0.0,663.0,588.952380952381,0.888314300079006,0.25,137.66666666666666,588.952380952381,5.704139282831777,0.2,5,0.05,30,2,30000,40000,30015,30015,15,15,0
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012801-ae1_two_stage_err_mi_5_thr_0.2,"two_stage_err(mi=5,thr=0.2)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.2,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012801-ae1_two_stage_err_mi_5_thr_0.2/sea_abrupt4__ts_drift_adapt__seed5.csv,0.879,0.8325345695476443,0.578125,0.0,663.0,588.952380952381,0.888314300079006,0.25,137.66666666666666,588.952380952381,5.704139282831777,0.2,5,0.05,30,3,40000,50000,42239,42239,2239,2239,1
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed1.csv,0.87664,0.8285166705286952,0.40625,0.0,279.0,665.9459459459459,2.3869030320643225,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,0,10000,20000,10239,10239,239,239,0
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed1.csv,0.87664,0.8285166705286952,0.40625,0.0,279.0,665.9459459459459,2.3869030320643225,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,1,20000,30000,20479,20479,479,479,0
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed1.csv,0.87664,0.8285166705286952,0.40625,0.0,279.0,665.9459459459459,2.3869030320643225,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,2,30000,40000,30079,30079,79,79,0
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed1.csv,0.87664,0.8285166705286952,0.40625,0.0,279.0,665.9459459459459,2.3869030320643225,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,3,40000,50000,40319,40319,319,319,0
M,sample_idx,sea_abrupt4,2,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87074,0.8219297069110902,0.703125,0.0,279.0,665.9459459459459,2.3869030320643225,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,0,10000,20000,10239,10239,239,239,0
M,sample_idx,sea_abrupt4,2,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87074,0.8219297069110902,0.703125,0.0,279.0,665.9459459459459,2.3869030320643225,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,1,20000,30000,20479,20479,479,479,0
M,sample_idx,sea_abrupt4,2,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87074,0.8219297069110902,0.703125,0.0,279.0,665.9459459459459,2.3869030320643225,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,2,30000,40000,30079,30079,79,79,0
M,sample_idx,sea_abrupt4,2,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87074,0.8219297069110902,0.703125,0.0,279.0,665.9459459459459,2.3869030320643225,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,3,40000,50000,40319,40319,319,319,0
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87554,0.8357849090172879,0.6796875,0.0,279.0,666.8108108108108,2.3900029061319383,0.0,279.0,675.945205479452,2.4227426719693623,0.05,10,0.05,30,0,10000,20000,10239,10239,239,239,0
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87554,0.8357849090172879,0.6796875,0.0,279.0,666.8108108108108,2.3900029061319383,0.0,279.0,675.945205479452,2.4227426719693623,0.05,10,0.05,30,1,20000,30000,20479,20479,479,479,0
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87554,0.8357849090172879,0.6796875,0.0,279.0,666.8108108108108,2.3900029061319383,0.0,279.0,675.945205479452,2.4227426719693623,0.05,10,0.05,30,2,30000,40000,30079,30079,79,79,0
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87554,0.8357849090172879,0.6796875,0.0,279.0,666.8108108108108,2.3900029061319383,0.0,279.0,675.945205479452,2.4227426719693623,0.05,10,0.05,30,3,40000,50000,40319,40319,319,319,0
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed4.csv,0.88244,0.832512046205927,0.3125,0.0,279.0,665.9459459459459,2.3869030320643225,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,0,10000,20000,10239,10239,239,239,0
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed4.csv,0.88244,0.832512046205927,0.3125,0.0,279.0,665.9459459459459,2.3869030320643225,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,1,20000,30000,20479,20479,479,479,0
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed4.csv,0.88244,0.832512046205927,0.3125,0.0,279.0,665.9459459459459,2.3869030320643225,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,2,30000,40000,30079,30079,79,79,0
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed4.csv,0.88244,0.832512046205927,0.3125,0.0,279.0,665.9459459459459,2.3869030320643225,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,3,40000,50000,40319,40319,319,319,0
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87078,0.8237885073576376,0.484375,0.0,279.0,657.0666666666667,2.355077658303465,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,0,10000,20000,10239,10239,239,239,0
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87078,0.8237885073576376,0.484375,0.0,279.0,657.0666666666667,2.355077658303465,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,1,20000,30000,20479,20479,479,479,0
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87078,0.8237885073576376,0.484375,0.0,279.0,657.0666666666667,2.355077658303465,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,2,30000,40000,30079,30079,79,79,0
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012850-8fa_two_stage_err_mi_10_thr_0.05,"two_stage_err(mi=10,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012850-8fa_two_stage_err_mi_10_thr_0.05/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87078,0.8237885073576376,0.484375,0.0,279.0,657.0666666666667,2.355077658303465,0.0,279.0,665.9459459459459,2.3869030320643225,0.05,10,0.05,30,3,40000,50000,40319,40319,319,319,0
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012935-cux_two_stage_err_mi_10_thr_0.1,"two_stage_err(mi=10,thr=0.1)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.1,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012935-cux_two_stage_err_mi_10_thr_0.1/sea_abrupt4__ts_drift_adapt__seed1.csv,0.88196,0.8319837854865009,0.6614583333333334,0.0,375.0,660.7567567567568,1.762018018018018,0.25,329.6666666666667,669.8082191780821,2.7090322312561463,0.1,10,0.05,30,0,10000,20000,10239,10239,239,239,0
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012935-cux_two_stage_err_mi_10_thr_0.1,"two_stage_err(mi=10,thr=0.1)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.1,error.min_instances=10",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012935-cux_two_stage_err_mi_10_thr_0.1/sea_abrupt4__ts_drift_adapt__seed1.csv,0.88196,0.8319837854865009,0.6614583333333334,0.0,375.0,660.7567567567568,1.762018018018018,0.25,329.6666666666667,669.8082191780821,2.7090322312561463,0.1,10,0.05,30,1,20000,30000,20479,20479,479,479,0
