track,dataset,unit,seed,experiment_name,run_id,group,model_variant,monitor_preset,trigger_mode,confirm_theta,confirm_window,confirm_cooldown,weights,use_severity_v2,severity_gate,severity_gate_min_streak,log_path,horizon,acc_final,acc_min_raw,acc_min@2000,post_mean@W1000,post_min@W1000,recovery_time_to_pre90,confirmed_count,confirm_rate_per_10k
X,INSECTS_abrupt_balanced,sample_idx,11,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed11/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed11.csv,52847,0.20778852158116828,0.16776315789473684,0.16776315789473684,0.1901069774462663,0.18937655029379832,178.4,40,7.569020001135353
X,INSECTS_abrupt_balanced,sample_idx,12,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed12/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed12.csv,52847,0.19859216227978882,0.0859375,0.16111865942028986,0.18622383260512973,0.18548601171715554,178.4,38,7.190569001078585
X,INSECTS_abrupt_balanced,sample_idx,13,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed13/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed13.csv,52847,0.20472306848070845,0.16009963768115942,0.16009963768115942,0.1910197133851456,0.1900203775810251,178.4,40,7.569020001135353
X,INSECTS_abrupt_balanced,sample_idx,14,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed14/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed14.csv,52847,0.21276515223191478,0.15845788043478262,0.15845788043478262,0.19861194047002675,0.1976322949745725,178.4,38,7.190569001078585
X,INSECTS_abrupt_balanced,sample_idx,15,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed15/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed15.csv,52847,0.20150623498022593,0.16089221014492755,0.16089221014492755,0.19349723904786204,0.1927060677669788,178.4,39,7.379794501106969
X,INSECTS_abrupt_balanced,sample_idx,16,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed16/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed16.csv,52847,0.18322705167748407,0.15953351449275363,0.15953351449275363,0.1793983855957646,0.17854912523067867,178.4,38,7.190569001078585
X,INSECTS_abrupt_balanced,sample_idx,17,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed17/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed17.csv,52847,0.21768501523265274,0.18472450657894737,0.18472450657894737,0.2020749817794347,0.20182068650054835,178.4,40,7.569020001135353
X,INSECTS_abrupt_balanced,sample_idx,18,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed18/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed18.csv,52847,0.19287755217893163,0.16519474637681159,0.16519474637681159,0.18905053787787315,0.18820795486755573,178.4,37,7.001343501050202
X,INSECTS_abrupt_balanced,sample_idx,19,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed19/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed19.csv,52847,0.19692697787953906,0.14249320652173914,0.14249320652173914,0.17421885129167317,0.17329683928140416,178.4,39,7.379794501106969
X,INSECTS_abrupt_balanced,sample_idx,20,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed20/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed20.csv,52847,0.19200711487880107,0.1484375,0.16741071428571427,0.18629712065051088,0.18534166797489474,178.4,40,7.569020001135353
X,INSECTS_abrupt_balanced,sample_idx,21,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed21/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed21.csv,52847,0.20080610063012092,0.1599298007246377,0.1599298007246377,0.191932939995951,0.191179874859431,178.4,38,7.190569001078585
X,INSECTS_abrupt_balanced,sample_idx,22,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed22/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed22.csv,52847,0.19367229927905086,0.15879755434782608,0.15879755434782608,0.19130572494149428,0.19039107341107103,178.4,39,7.379794501106969
X,INSECTS_abrupt_balanced,sample_idx,23,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed23/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed23.csv,52847,0.19940583192991088,0.16473214285714285,0.16473214285714285,0.19210869681672946,0.19119556412785715,178.4,39,7.379794501106969
X,INSECTS_abrupt_balanced,sample_idx,24,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed24/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed24.csv,52847,0.2018279183302742,0.1171875,0.16997767857142856,0.19252692542308356,0.19213312090040846,178.4,40,7.569020001135353
X,INSECTS_abrupt_balanced,sample_idx,25,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed25/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed25.csv,52847,0.1856680606278502,0.16177083333333334,0.16177083333333334,0.1809309938867723,0.17994326718057704,178.4,39,7.379794501106969
X,INSECTS_abrupt_balanced,sample_idx,26,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed26/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed26.csv,52847,0.2039093988305864,0.1637794384057971,0.1637794384057971,0.19381026572617074,0.19309476282381063,178.4,40,7.569020001135353
X,INSECTS_abrupt_balanced,sample_idx,27,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed27/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed27.csv,52847,0.19774064752966108,0.07421875,0.15557065217391305,0.1851987413940661,0.18451880456202407,178.4,40,7.569020001135353
X,INSECTS_abrupt_balanced,sample_idx,28,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed28/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed28.csv,52847,0.20801559218120233,0.15630661231884058,0.15630661231884058,0.19288789944314874,0.19203087035334576,178.4,40,7.569020001135353
X,INSECTS_abrupt_balanced,sample_idx,29,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed29/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed29.csv,52847,0.19658637197948794,0.16445878623188406,0.16445878623188406,0.18434370281202578,0.1840344720992976,178.4,39,7.379794501106969
X,INSECTS_abrupt_balanced,sample_idx,30,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed30/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed30.csv,52847,0.20432569493064887,0.17108242753623187,0.17108242753623187,0.19624285829187316,0.1953014655743,178.4,38,7.190569001078585
X,INSECTS_abrupt_balanced,sample_idx,31,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed31/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed31.csv,52847,0.2151872386322781,0.14453125,0.16502490942028986,0.20199083104413812,0.2010708818317406,178.4,39,7.379794501106969
X,INSECTS_abrupt_balanced,sample_idx,32,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed32/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed32.csv,52847,0.19749465437962418,0.14668251811594202,0.14668251811594202,0.18030223595244943,0.17937222095793118,178.4,38,7.190569001078585
X,INSECTS_abrupt_balanced,sample_idx,33,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed33/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed33.csv,52847,0.19533748367930062,0.04296875,0.15869140625,0.18943892477427968,0.18889803596423602,178.4,40,7.569020001135353
X,INSECTS_abrupt_balanced,sample_idx,34,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed34/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed34.csv,52847,0.20250913013037636,0.17040307971014493,0.17040307971014493,0.19065629797574798,0.1901112740573113,178.4,41,7.758245501163737
X,INSECTS_abrupt_balanced,sample_idx,35,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed35/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed35.csv,52847,0.20916986773137547,0.16015625,0.16259057971014493,0.1954818591448341,0.19461127314818882,178.4,40,7.569020001135353
X,INSECTS_abrupt_balanced,sample_idx,36,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed36/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed36.csv,52847,0.19219634037882946,0.15251358695652173,0.15251358695652173,0.17962197697719523,0.17880061459573682,178.4,37,7.001343501050202
X,INSECTS_abrupt_balanced,sample_idx,37,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed37/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed37.csv,52847,0.19652960432947944,0.16615715579710144,0.16615715579710144,0.1919789707808362,0.19113197723350453,178.4,39,7.379794501106969
X,INSECTS_abrupt_balanced,sample_idx,38,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed38/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed38.csv,52847,0.19828940147974342,0.15552455357142858,0.15552455357142858,0.18081614154153985,0.18001427475725018,178.4,38,7.190569001078585
X,INSECTS_abrupt_balanced,sample_idx,39,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed39/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed39.csv,52847,0.19111775502866765,0.1548346920289855,0.1548346920289855,0.18512879830927256,0.1841221144905487,178.4,38,7.190569001078585
X,INSECTS_abrupt_balanced,sample_idx,40,trackX_insects_gating_sweep,20260108-232618-nox_A_baseline_theta0.50_w1_cd200,A_baseline,ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",0,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt/seed40/20260108-232618-nox_A_baseline_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt__seed40.csv,52847,0.1984407818797661,0.12890625,0.1610054347826087,0.19028783209953118,0.18954095474316113,178.4,39,7.379794501106969
X,INSECTS_abrupt_balanced,sample_idx,1,trackX_insects_gating_sweep,20260108-234327-id8_B_v2_theta0.50_w1_cd200,B_v2,ts_drift_adapt_severity,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",two_stage,0.5,1,200,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",1,none,1,logs/trackX_insects_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-234327-id8_B_v2_theta0.50_w1_cd200/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,52847,0.22345639298351846,0.068359375,0.13916015625,0.2036821303263155,0.20274872825679166,178.4,40,7.569020001135353
